id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
2704,covtype2704,24,195,3332,685,3834,207,251,166
2705,covtype2705,21,184,2768,210,540,219,249,153
2706,covtype2706,9,77,2731,0,1253,232,224,125
2707,covtype2707,8,265,2929,30,1853,200,244,182
2708,covtype2708,8,216,2958,30,1673,212,248,173
2709,covtype2709,35,331,2158,170,212,118,173,182
2710,covtype2710,12,15,2304,212,780,209,215,142
2711,covtype2711,8,267,2073,0,984,200,244,183
2712,covtype2712,21,261,2084,30,1003,164,246,217
2713,covtype2713,28,330,2186,0,872,142,193,184
2714,covtype2714,27,121,2124,391,402,253,207,64
2715,covtype2715,18,302,1989,0,150,167,229,201
2716,covtype2716,37,67,2011,153,190,228,141,12
2717,covtype2717,35,274,2125,258,283,109,224,243
2718,covtype2718,37,39,2241,150,537,195,136,49
2719,covtype2719,38,312,2209,30,658,96,184,213
2720,covtype2720,22,77,2030,67,474,241,195,74
2721,covtype2721,11,213,3292,573,4237,210,251,175
2722,covtype2722,21,158,2742,216,514,238,238,120
2723,covtype2723,14,311,2808,0,2268,182,230,187
2724,covtype2724,8,275,2928,30,1865,199,242,182
2725,covtype2725,8,288,2931,0,1839,197,239,182
2726,covtype2726,8,282,2935,0,1812,198,241,182
2727,covtype2727,9,254,2944,0,1760,200,246,185
2728,covtype2728,9,253,2947,0,1734,201,246,184
2729,covtype2729,8,235,2976,0,1507,207,247,178
2730,covtype2730,34,341,2194,270,319,130,169,165
2731,covtype2731,28,325,2362,162,644,140,198,191
2732,covtype2732,25,29,2330,127,812,202,176,99
2733,covtype2733,14,74,2073,30,990,236,212,104
2734,covtype2734,3,189,2069,0,1008,219,241,158
2735,covtype2735,20,229,2075,0,1026,187,254,199
2736,covtype2736,27,253,2159,153,1167,148,245,228
2737,covtype2737,29,76,2137,417,443,241,172,0
2738,covtype2738,16,337,1991,0,180,183,216,171
2739,covtype2739,20,75,2074,277,309,240,199,81
2740,covtype2740,31,59,2038,190,228,225,160,45
2741,covtype2741,34,320,1962,90,150,114,185,200
2742,covtype2742,17,313,2250,242,524,172,225,192
2743,covtype2743,26,128,3294,841,1273,252,213,71
2744,covtype2744,20,166,2741,153,480,232,242,132
2745,covtype2745,22,294,2844,30,2173,154,229,213
2746,covtype2746,14,255,2898,30,2012,187,248,199
2747,covtype2747,10,273,2907,0,1959,194,243,189
2748,covtype2748,10,276,2934,0,1825,194,242,187
2749,covtype2749,2,264,2972,30,1514,214,240,164
2750,covtype2750,23,320,2764,67,1392,155,212,193
2751,covtype2751,28,34,2160,150,242,203,167,83
2752,covtype2752,23,252,2090,150,150,163,248,219
2753,covtype2753,9,49,2413,124,902,224,221,131
2754,covtype2754,14,45,2072,30,1032,223,210,118
2755,covtype2755,4,201,2068,30,1050,218,243,161
2756,covtype2756,21,216,2074,0,1068,194,254,189
2757,covtype2757,23,51,2091,306,350,224,184,82
2758,covtype2758,34,66,2022,134,192,230,152,25
2759,covtype2759,30,314,1958,30,134,129,202,206
2760,covtype2760,31,289,2149,319,342,119,219,232
2761,covtype2761,14,311,2260,228,564,182,230,187
2762,covtype2762,4,164,3278,532,4313,224,241,152
2763,covtype2763,4,207,3310,564,3901,217,244,163
2764,covtype2764,18,165,2728,134,450,233,243,133
2765,covtype2765,21,315,2832,0,2214,159,217,196
2766,covtype2766,18,294,2859,0,2133,165,232,206
2767,covtype2767,13,288,2877,30,2080,183,239,195
2768,covtype2768,14,274,2886,0,2026,183,243,199
2769,covtype2769,12,277,2908,0,1945,188,242,194
2770,covtype2770,21,234,2072,0,1110,180,253,205
2771,covtype2771,30,68,2068,67,247,235,167,43
2772,covtype2772,27,61,2029,30,240,230,173,58
2773,covtype2773,28,282,2075,95,247,133,229,230
2774,covtype2774,30,323,2256,95,726,131,194,195
2775,covtype2775,27,55,2052,150,484,224,170,62
2776,covtype2776,11,223,3280,484,4218,206,251,180
2777,covtype2777,13,278,2877,0,2066,185,242,196
2778,covtype2778,20,292,3007,85,571,159,232,211
2779,covtype2779,13,316,2706,0,1191,185,228,183
2780,covtype2780,17,313,2083,0,180,171,224,193
2781,covtype2781,21,251,2207,319,361,170,249,214
2782,covtype2782,26,307,2299,342,531,141,215,210
2783,covtype2783,14,45,2067,30,1116,223,210,118
2784,covtype2784,12,278,2069,0,1134,188,242,193
2785,covtype2785,29,299,2313,108,808,125,214,222
2786,covtype2786,30,55,2113,134,309,223,161,50
2787,covtype2787,28,106,2040,30,272,254,193,48
2788,covtype2788,13,347,1948,0,180,194,218,162
2789,covtype2789,39,312,2035,162,255,92,181,213
2790,covtype2790,19,325,2281,234,631,171,217,184
2791,covtype2791,11,206,3285,450,4124,213,250,171
2792,covtype2792,12,218,3293,454,4066,207,251,179
2793,covtype2793,11,310,2866,30,2106,189,232,183
2794,covtype2794,12,295,2870,30,2080,185,237,192
2795,covtype2795,20,33,2977,297,300,212,192,109
2796,covtype2796,29,300,2092,30,210,127,214,220
2797,covtype2797,21,68,2417,150,947,236,193,79
2798,covtype2798,15,124,2304,361,930,245,227,107
2799,covtype2799,17,341,2239,295,1176,183,213,168
2800,covtype2800,34,63,2140,150,350,227,150,29
2801,covtype2801,34,83,2119,124,335,244,161,18
2802,covtype2802,35,102,2079,67,313,252,170,14
2803,covtype2803,34,98,2054,42,306,251,172,0
2804,covtype2804,17,323,2096,150,313,173,220,185
2805,covtype2805,33,35,2032,85,242,198,151,67
2806,covtype2806,30,289,1979,60,218,123,220,230
2807,covtype2807,20,311,2265,324,566,163,222,198
2808,covtype2808,28,89,2752,150,1040,248,181,42
2809,covtype2809,30,46,2138,192,242,214,161,63
2810,covtype2810,23,218,2137,295,335,188,254,193
2811,covtype2811,28,257,2252,424,467,142,243,231
2812,covtype2812,13,102,2416,175,977,242,222,107
2813,covtype2813,22,69,2360,277,960,237,192,76
2814,covtype2814,15,291,2084,30,1200,175,236,200
2815,covtype2815,21,298,2258,258,1149,155,227,210
2816,covtype2816,31,75,2168,162,391,239,166,35
2817,covtype2817,38,90,2145,134,376,246,152,0
2818,covtype2818,38,96,2117,108,362,249,157,0
2819,covtype2819,37,100,2094,85,351,251,164,0
2820,covtype2820,26,90,2055,30,335,248,190,54
2821,covtype2821,19,334,2110,216,362,173,211,176
2822,covtype2822,34,59,2031,42,256,223,149,33
2823,covtype2823,41,291,2029,120,268,80,198,240
2824,covtype2824,20,51,2282,335,840,226,192,92
2825,covtype2825,23,39,2035,210,390,214,183,93
2826,covtype2826,15,224,3281,395,4054,200,253,187
2827,covtype2827,15,297,2889,90,2026,176,234,197
2828,covtype2828,6,17,2987,134,1410,215,228,150
2829,covtype2829,22,83,2389,268,992,244,196,70
2830,covtype2830,25,103,2338,339,990,252,199,59
2831,covtype2831,2,76,2081,0,1207,222,235,150
2832,covtype2832,37,256,2226,270,1284,111,233,243
2833,covtype2833,27,273,2333,90,845,139,236,230
2834,covtype2834,29,106,2339,210,741,254,192,45
2835,covtype2835,40,94,2137,124,402,246,150,0
2836,covtype2836,37,90,2114,95,390,246,154,0
2837,covtype2837,35,96,2067,42,371,250,168,0
2838,covtype2838,36,293,2013,95,285,101,207,234
2839,covtype2839,21,324,2314,277,700,163,213,187
2840,covtype2840,25,353,2313,218,841,168,187,150
2841,covtype2841,21,124,3267,553,4553,250,220,87
2842,covtype2842,9,219,3286,379,3990,210,249,175
2843,covtype2843,9,217,3302,573,3666,210,249,175
2844,covtype2844,28,222,3385,674,3283,174,253,202
2845,covtype2845,5,93,2760,60,360,228,232,138
2846,covtype2846,17,118,3005,170,518,246,223,100
2847,covtype2847,14,40,2981,90,228,220,208,119
2848,covtype2848,18,53,2719,30,1092,227,198,98
2849,covtype2849,9,319,2906,162,1020,197,232,175
2850,covtype2850,1,59,2088,0,350,220,235,152
2851,covtype2851,24,217,2314,430,636,188,254,193
2852,covtype2852,37,249,2344,402,679,119,237,238
2853,covtype2853,30,230,2382,379,721,159,250,213
2854,covtype2854,24,114,2085,0,1215,252,209,70
2855,covtype2855,2,262,2079,0,1231,215,239,162
2856,covtype2856,24,288,2099,60,1266,145,230,221
2857,covtype2857,37,272,2220,270,1302,101,222,246
2858,covtype2858,20,347,2270,306,1211,177,203,161
2859,covtype2859,34,36,2248,330,552,197,146,61
2860,covtype2860,27,58,2212,240,492,228,174,63
2861,covtype2861,30,90,2184,180,458,249,179,37
2862,covtype2862,37,84,2139,120,430,242,151,0
2863,covtype2863,42,86,2096,60,408,240,137,0
2864,covtype2864,28,286,2090,60,390,131,226,228
2865,covtype2865,38,275,2068,134,335,93,216,247
2866,covtype2866,9,36,2995,190,1382,220,221,136
2867,covtype2867,20,25,3049,283,124,206,194,118
2868,covtype2868,13,144,2081,0,1240,238,237,126
2869,covtype2869,8,275,2084,30,1256,199,242,182
2870,covtype2870,33,289,2120,95,1308,110,215,234
2871,covtype2871,33,308,2172,182,1364,114,199,216
2872,covtype2872,17,228,2320,150,1087,193,253,194
2873,covtype2873,23,321,2314,67,927,155,211,193
2874,covtype2874,29,95,2198,210,499,251,182,38
2875,covtype2875,32,100,2183,180,484,252,178,27
2876,covtype2876,35,100,2161,150,470,252,170,16
2877,covtype2877,34,97,2144,120,457,251,169,17
2878,covtype2878,41,89,2095,60,437,243,143,0
2879,covtype2879,35,81,2068,30,430,242,157,0
2880,covtype2880,16,111,2298,242,845,246,221,98
2881,covtype2881,14,246,3267,306,4039,190,250,197
2882,covtype2882,26,316,2809,592,1015,142,207,200
2883,covtype2883,17,341,3025,361,295,181,212,168
2884,covtype2884,19,106,2092,0,450,248,214,86
2885,covtype2885,16,341,2127,95,371,186,215,167
2886,covtype2886,29,230,2187,499,541,161,251,213
2887,covtype2887,28,38,2323,400,658,207,166,78
2888,covtype2888,31,60,2309,376,636,227,159,43
2889,covtype2889,32,68,2291,350,616,234,160,33
2890,covtype2890,30,75,2274,323,595,239,168,37
2891,covtype2891,32,85,2256,295,576,246,170,28
2892,covtype2892,33,93,2235,268,558,250,171,22
2893,covtype2893,33,102,2196,212,525,253,177,23
2894,covtype2894,35,92,2094,67,466,248,163,12
2895,covtype2895,31,78,2074,42,459,242,168,33
2896,covtype2896,19,62,2060,30,454,232,197,90
2897,covtype2897,10,311,2054,0,451,194,233,179
2898,covtype2898,4,170,3248,404,4421,223,241,154
2899,covtype2899,8,210,3278,309,3946,214,247,169
2900,covtype2900,19,334,2733,95,212,173,211,176
2901,covtype2901,11,320,2729,0,1091,191,229,178
2902,covtype2902,13,329,2314,182,90,189,225,175
2903,covtype2903,34,253,2343,474,764,124,238,238
2904,covtype2904,11,119,2073,30,1276,239,230,120
2905,covtype2905,9,271,2076,0,1291,196,243,187
2906,covtype2906,10,244,2357,192,858,200,248,186
2907,covtype2907,12,247,2363,216,834,195,249,191
2908,covtype2908,33,40,2350,351,721,203,150,60
2909,covtype2909,25,61,2341,379,700,231,181,68
2910,covtype2910,26,93,2328,390,679,250,190,51
2911,covtype2911,32,105,2292,335,638,254,182,30
2912,covtype2912,33,96,2254,283,600,251,174,24
2913,covtype2913,36,110,2170,175,537,253,174,15
2914,covtype2914,36,112,2149,150,524,253,177,18
2915,covtype2915,35,111,2130,127,513,254,180,22
2916,covtype2916,32,107,2110,108,503,254,183,30
2917,covtype2917,29,99,2094,85,495,252,185,40
2918,covtype2918,27,90,2078,67,488,249,187,50
2919,covtype2919,11,318,2060,30,481,190,230,179
2920,covtype2920,26,292,2071,0,480,140,225,221
2921,covtype2921,18,351,2151,210,495,186,207,158
2922,covtype2922,23,51,2162,85,492,224,184,82
2923,covtype2923,27,52,2033,67,390,222,170,66
2924,covtype2924,29,285,2036,42,400,126,224,231
2925,covtype2925,40,277,2195,228,511,85,212,248
2926,covtype2926,36,288,2224,242,531,98,210,239
2927,covtype2927,15,212,2340,342,816,205,253,180
2928,covtype2928,30,33,2141,258,457,200,161,80
2929,covtype2929,32,38,2117,228,402,203,154,66
2930,covtype2930,9,221,3276,300,3912,210,249,175
2931,covtype2931,20,241,3305,360,1917,178,252,208
2932,covtype2932,13,63,2745,234,1718,231,214,113
2933,covtype2933,18,225,2872,285,1077,192,254,194
2934,covtype2934,15,188,2879,256,1061,220,250,159
2935,covtype2935,23,200,2118,30,594,205,253,172
2936,covtype2936,25,179,2121,30,573,221,245,141
2937,covtype2937,21,154,2118,0,553,239,237,117
2938,covtype2938,16,120,2079,30,1288,246,225,103
2939,covtype2939,2,72,2073,0,1302,222,234,149
2940,covtype2940,31,281,2202,210,1434,120,224,236
2941,covtype2941,25,309,2340,192,1101,144,214,207
2942,covtype2942,9,219,2354,212,876,210,249,175
2943,covtype2943,15,234,2358,234,853,194,252,194
2944,covtype2944,17,259,2366,258,830,176,247,209
2945,covtype2945,27,62,2380,335,764,231,173,58
2946,covtype2946,32,86,2364,362,743,246,168,25
2947,covtype2947,35,125,2280,323,661,252,191,34
2948,covtype2948,31,113,2252,268,624,254,192,41
2949,covtype2949,38,97,2211,216,592,249,159,1
2950,covtype2950,38,98,2184,190,577,249,158,0
2951,covtype2951,37,102,2161,162,564,252,166,0
2952,covtype2952,36,105,2140,134,552,253,173,0
2953,covtype2953,30,109,2103,85,532,254,191,41
2954,covtype2954,24,105,2075,42,518,252,203,66
2955,covtype2955,9,81,2063,30,514,232,225,125
2956,covtype2956,16,307,2064,0,511,174,229,194
2957,covtype2957,23,359,2196,175,616,179,190,143
2958,covtype2958,28,281,2035,30,430,133,230,230
2959,covtype2959,36,291,2178,190,516,99,208,236
2960,covtype2960,27,47,2132,201,390,217,169,70
2961,covtype2961,4,36,3247,417,4473,220,230,147
2962,covtype2962,20,223,3310,391,1879,191,254,195
2963,covtype2963,12,279,2997,360,1489,186,242,195
2964,covtype2964,15,323,3036,306,424,181,224,182
2965,covtype2965,20,76,2740,60,1008,240,199,82
2966,covtype2966,20,210,2863,297,1048,201,254,182
2967,covtype2967,14,337,2913,228,1006,189,221,170
2968,covtype2968,7,75,2114,0,726,229,226,130
2969,covtype2969,11,322,2076,0,1329,193,229,176
2970,covtype2970,23,309,2083,30,1343,150,218,205
2971,covtype2971,9,192,2348,234,895,220,248,162
2972,covtype2972,24,254,2363,277,850,159,247,222
2973,covtype2973,24,250,2381,300,828,161,248,220
2974,covtype2974,19,158,2397,324,806,237,239,125
2975,covtype2975,39,129,2376,350,785,249,186,25
2976,covtype2976,44,125,2328,366,743,247,169,0
2977,covtype2977,40,126,2304,350,722,249,179,16
2978,covtype2978,38,128,2285,335,703,250,186,25
2979,covtype2979,36,130,2266,313,684,250,194,38
2980,covtype2980,32,136,2252,285,666,249,207,58
2981,covtype2981,32,133,2240,256,649,251,206,58
2982,covtype2982,33,120,2226,228,633,254,193,38
2983,covtype2983,38,98,2183,175,604,249,158,0
2984,covtype2984,38,98,2161,150,591,250,160,3
2985,covtype2985,33,101,2117,95,569,253,177,26
2986,covtype2986,29,104,2099,67,560,253,189,42
2987,covtype2987,26,106,2084,42,553,253,197,54
2988,covtype2988,8,338,2065,0,543,202,228,165
2989,covtype2989,24,312,2073,0,541,150,215,202
2990,covtype2990,28,293,2141,124,541,131,221,224
2991,covtype2991,20,337,2175,242,560,172,208,173
2992,covtype2992,25,331,2192,277,591,153,200,181
2993,covtype2993,24,332,2198,247,604,156,201,179
2994,covtype2994,23,333,2205,218,618,160,203,179
2995,covtype2995,28,37,2090,108,451,207,168,81
2996,covtype2996,26,143,2141,175,379,247,223,87
2997,covtype2997,9,32,3250,376,4439,218,221,138
2998,covtype2998,6,340,3252,300,4350,208,232,162
2999,covtype2999,2,53,3245,234,4261,221,234,150
3000,covtype3000,18,155,2955,297,426,238,239,124
3001,covtype3001,25,83,2825,190,865,245,188,57
3002,covtype3002,29,90,2810,162,890,249,180,38
3003,covtype3003,32,95,2790,134,916,251,175,27
3004,covtype3004,29,96,2771,108,942,251,185,41
3005,covtype3005,18,215,2848,255,1026,200,254,185
3006,covtype3006,13,223,2856,300,1012,203,252,183
3007,covtype3007,36,333,2161,85,537,117,170,178
3008,covtype3008,29,61,2224,443,495,229,168,52
3009,covtype3009,9,326,2078,0,1342,198,230,172
3010,covtype3010,11,337,2320,339,1262,196,225,168
3011,covtype3011,11,257,2360,228,1107,193,247,192
3012,covtype3012,21,57,2365,212,1008,229,191,86
3013,covtype3013,12,73,2358,218,984,234,217,113
3014,covtype3014,13,136,2348,242,937,240,234,121
3015,covtype3015,12,180,2342,258,914,224,247,154
3016,covtype3016,21,213,2372,319,849,196,254,187
3017,covtype3017,46,136,2348,366,806,238,173,9
3018,covtype3018,46,137,2325,361,785,238,175,12
3019,covtype3019,37,128,2271,309,726,251,191,33
3020,covtype3020,35,128,2252,295,708,252,195,39
3021,covtype3021,32,134,2238,277,691,250,207,58
3022,covtype3022,33,119,2199,190,644,254,191,35
3023,covtype3023,38,103,2153,134,618,251,163,0
3024,covtype3024,33,101,2113,85,598,253,177,24
3025,covtype3025,30,105,2095,60,589,254,187,37
3026,covtype3026,24,106,2080,30,582,252,202,64
3027,covtype3027,6,74,2068,0,577,228,228,135
3028,covtype3028,18,312,2073,0,573,168,224,195
3029,covtype3029,34,119,2290,134,1024,254,189,32
3030,covtype3030,34,121,2254,108,964,254,191,35
3031,covtype3031,34,187,3227,371,2683,202,240,144
3032,covtype3032,15,183,3175,30,2242,222,249,155
3033,covtype3033,26,181,2963,190,297,218,245,143
3034,covtype3034,24,156,2958,216,339,239,234,110
3035,covtype3035,19,163,2944,277,408,234,242,130
3036,covtype3036,17,169,2943,277,433,231,245,140
3037,covtype3037,11,149,2927,270,558,234,240,135
3038,covtype3038,11,135,2916,270,616,237,235,127
3039,covtype3039,12,111,2904,272,658,241,227,114
3040,covtype3040,13,262,2741,0,1033,189,246,196
3041,covtype3041,20,239,2821,170,1025,178,252,207
3042,covtype3042,16,244,2848,258,990,186,251,201
3043,covtype3043,24,274,2371,350,210,150,238,224
3044,covtype3044,22,280,2431,390,330,156,237,218
3045,covtype3045,6,76,2130,0,957,228,229,136
3046,covtype3046,7,345,2126,0,882,206,229,161
3047,covtype3047,28,40,2235,467,524,209,166,75
3048,covtype3048,3,275,2076,0,1356,212,240,166
3049,covtype3049,28,273,2170,175,1473,133,234,233
3050,covtype3050,33,270,2189,201,1489,116,229,241
3051,covtype3051,22,300,2310,400,1355,155,225,209
3052,covtype3052,12,233,2343,283,1173,200,251,187
3053,covtype3053,15,227,2349,268,1148,196,253,191
3054,covtype3054,15,239,2353,256,1123,191,252,197
3055,covtype3055,20,266,2362,247,1099,164,244,217
3056,covtype3056,18,280,2378,242,1074,169,239,209
3057,covtype3057,11,81,2384,240,1050,235,221,117
3058,covtype3058,26,102,2368,242,1026,252,196,55
3059,covtype3059,22,126,2354,247,1003,250,219,85
3060,covtype3060,20,144,2347,256,979,244,232,108
3061,covtype3061,23,234,2341,300,912,174,253,209
3062,covtype3062,18,179,2366,339,870,224,248,149
3063,covtype3063,35,129,2354,361,849,251,195,40
3064,covtype3064,41,123,2330,361,828,249,173,0
3065,covtype3065,40,125,2309,339,807,250,178,15
3066,covtype3066,39,128,2287,319,787,249,185,23
3067,covtype3067,34,128,2241,268,732,252,197,42
3068,covtype3068,31,134,2212,242,700,250,208,61
3069,covtype3069,31,128,2188,182,671,252,203,52
3070,covtype3070,36,115,2172,153,658,253,179,20
3071,covtype3071,37,108,2149,124,646,253,170,9
3072,covtype3072,31,105,2090,42,618,254,186,36
3073,covtype3073,18,102,2073,30,612,247,215,90
3074,covtype3074,9,317,2070,0,607,196,232,176
3075,covtype3075,28,39,2136,30,564,208,167,78
3076,covtype3076,36,265,2193,108,592,110,229,244
3077,covtype3077,14,204,2315,234,914,212,252,172
3078,covtype3078,35,145,2087,127,365,243,210,64
3079,covtype3079,40,157,2075,108,335,229,210,71
3080,covtype3080,18,278,2796,272,2208,168,240,210
3081,covtype3081,19,269,2816,319,2256,168,243,213
3082,covtype3082,27,179,2947,150,255,220,244,140
3083,covtype3083,27,180,2948,162,277,218,245,142
3084,covtype3084,25,166,2946,192,319,231,239,124
3085,covtype3085,18,167,2934,255,391,232,244,136
3086,covtype3086,11,130,2906,240,616,239,234,123
3087,covtype3087,7,86,2739,0,993,231,228,130
3088,covtype3088,20,228,2814,150,997,187,254,198
3089,covtype3089,17,286,2882,350,938,170,237,206
3090,covtype3090,16,307,2252,443,811,173,229,195
3091,covtype3091,9,292,2075,0,1383,196,239,183
3092,covtype3092,30,300,2111,60,1409,123,212,222
3093,covtype3093,6,235,2336,342,1240,210,245,173
3094,covtype3094,8,200,2336,324,1215,217,247,165
3095,covtype3095,12,204,2336,309,1190,213,251,171
3096,covtype3096,20,251,2350,285,1140,172,249,213
3097,covtype3097,16,253,2377,272,1092,183,249,203
3098,covtype3098,25,150,2335,285,999,242,230,100
3099,covtype3099,23,157,2329,295,977,238,236,114
3100,covtype3100,19,189,2325,309,955,217,251,159
3101,covtype3101,28,224,2346,342,912,171,252,205
3102,covtype3102,21,172,2353,361,891,229,244,137
3103,covtype3103,33,121,2341,361,870,254,192,37
3104,covtype3104,38,112,2318,339,850,253,173,11
3105,covtype3105,37,112,2298,319,830,253,173,12
3106,covtype3106,34,129,2243,258,774,252,199,46
3107,covtype3107,33,130,2228,242,757,252,200,47
3108,covtype3108,31,131,2214,228,741,252,206,57
3109,covtype3109,30,131,2201,218,726,252,208,61
3110,covtype3110,29,132,2188,201,711,251,211,66
3111,covtype3111,33,117,2161,150,685,254,191,37
3112,covtype3112,32,108,2103,60,655,254,184,31
3113,covtype3113,8,68,2072,0,641,228,225,130
3114,covtype3114,34,240,2148,60,591,136,244,229
3115,covtype3115,38,251,2212,108,633,114,235,241
3116,covtype3116,10,192,2317,150,1003,219,248,162
3117,covtype3117,32,113,2294,108,1050,254,189,36
3118,covtype3118,34,131,2074,108,361,251,198,44
3119,covtype3119,14,224,3248,212,3863,201,253,186
3120,covtype3120,8,169,3271,420,3356,227,244,149
3121,covtype3121,7,96,2773,268,1739,232,230,131
3122,covtype3122,26,177,2932,150,277,222,244,138
3123,covtype3123,21,167,2929,212,350,232,242,131
3124,covtype3124,17,173,2913,210,511,228,246,143
3125,covtype3125,30,111,2806,153,819,254,193,43
3126,covtype3126,13,93,2746,30,953,240,220,108
3127,covtype3127,20,232,2799,108,981,183,253,203
3128,covtype3128,1,180,2339,361,67,219,239,157
3129,covtype3129,6,101,2143,0,934,230,232,135
3130,covtype3130,12,357,2144,30,955,200,217,154
3131,covtype3131,24,358,2148,60,942,175,187,143
3132,covtype3132,12,286,2328,446,1358,185,239,194
3133,covtype3133,1,135,2331,424,1333,221,238,153
3134,covtype3134,12,191,2329,384,1282,219,249,162
3135,covtype3135,15,185,2331,350,1231,222,249,156
3136,covtype3136,14,198,2331,335,1207,215,251,167
3137,covtype3137,18,234,2334,323,1182,186,253,200
3138,covtype3138,25,255,2346,313,1158,154,246,225
3139,covtype3139,26,261,2362,306,1134,149,243,227
3140,covtype3140,29,125,2368,300,1087,253,205,58
3141,covtype3141,30,133,2331,306,1041,251,210,63
3142,covtype3142,26,149,2322,313,1019,243,227,95
3143,covtype3143,24,164,2315,323,997,234,239,122
3144,covtype3144,21,196,2315,335,976,210,252,168
3145,covtype3145,26,229,2333,366,933,171,253,208
3146,covtype3146,32,120,2232,234,799,254,194,40
3147,covtype3147,31,124,2216,216,782,253,200,48
3148,covtype3148,30,129,2202,201,767,252,207,59
3149,covtype3149,32,101,2139,108,702,253,180,30
3150,covtype3150,26,124,2301,95,1068,253,210,67
3151,covtype3151,9,210,3233,127,3949,213,249,171
3152,covtype3152,24,199,3235,330,1930,203,252,171
3153,covtype3153,20,182,2918,127,258,222,248,150
3154,covtype3154,24,168,2910,190,390,231,241,127
3155,covtype3155,22,174,2903,180,469,227,245,138
3156,covtype3156,8,140,2900,182,600,233,238,137
3157,covtype3157,26,114,2785,120,832,254,203,60
3158,covtype3158,18,109,2759,60,886,248,217,90
3159,covtype3159,13,102,2753,30,914,242,222,107
3160,covtype3160,24,158,2153,0,900,237,236,114
3161,covtype3161,2,135,2143,0,937,222,238,151
3162,covtype3162,27,353,2166,90,892,163,181,149
3163,covtype3163,25,160,2109,30,1376,236,236,114
3164,covtype3164,23,194,2106,30,1385,209,251,165
3165,covtype3165,34,268,2112,60,1463,115,230,242
3166,covtype3166,14,139,2321,426,1323,240,235,122
3167,covtype3167,19,183,2319,391,1273,222,249,152
3168,covtype3168,21,243,2328,351,1200,175,251,210
3169,covtype3169,28,257,2342,342,1176,145,243,230
3170,covtype3170,25,251,2360,335,1153,158,248,222
3171,covtype3171,33,124,2356,330,1106,253,194,39
3172,covtype3172,26,145,2309,342,1040,245,225,91
3173,covtype3173,20,211,2304,362,997,199,254,183
3174,covtype3174,23,243,2325,366,955,167,251,216
3175,covtype3175,11,206,2337,342,934,213,250,171
3176,covtype3176,37,103,2315,297,895,252,166,6
3177,covtype3177,41,105,2289,277,876,250,157,0
3178,covtype3178,39,109,2264,255,858,252,167,0
3179,covtype3179,32,115,2224,212,824,254,190,36
3180,covtype3180,27,126,2179,162,778,253,209,65
3181,covtype3181,26,129,2167,153,765,252,214,73
3182,covtype3182,25,126,2146,124,741,252,214,74
3183,covtype3183,29,113,2137,95,731,254,195,47
3184,covtype3184,31,98,2095,42,713,252,180,32
3185,covtype3185,16,97,2078,30,706,244,215,95
3186,covtype3186,9,279,2078,0,700,196,241,184
3187,covtype3187,30,131,2290,67,1080,252,208,60
3188,covtype3188,21,59,2203,0,900,231,190,83
3189,covtype3189,26,50,2195,30,870,221,176,74
3190,covtype3190,27,73,2162,0,810,239,177,51
3191,covtype3191,19,98,2149,0,780,247,210,84
3192,covtype3192,10,106,2004,0,240,238,228,120
3193,covtype3193,10,126,1990,0,180,238,233,125
3194,covtype3194,16,73,3256,182,4275,237,207,96
3195,covtype3195,8,130,3237,95,4186,233,236,135
3196,covtype3196,8,158,3231,42,4126,229,242,146
3197,covtype3197,27,149,2996,417,832,243,227,95
3198,covtype3198,17,330,3018,134,180,177,216,178
3199,covtype3199,15,163,2911,150,295,233,243,137
3200,covtype3200,17,155,2907,170,323,237,239,126
3201,covtype3201,20,158,2899,162,362,237,239,122
3202,covtype3202,14,161,2894,153,582,233,242,136
3203,covtype3203,15,141,2889,162,607,241,235,119
3204,covtype3204,21,105,2780,108,819,250,208,75
3205,covtype3205,16,89,2758,60,875,243,212,95
3206,covtype3206,23,256,2367,457,228,159,247,221
3207,covtype3207,9,144,2145,0,907,233,239,137
3208,covtype3208,27,333,2241,180,741,149,195,179
3209,covtype3209,29,358,2307,365,726,164,175,139
3210,covtype3210,31,359,2304,360,757,158,166,133
3211,covtype3211,29,354,2308,360,792,159,175,144
3212,covtype3212,24,242,2107,0,1418,166,251,216
3213,covtype3213,27,76,2100,30,1430,241,179,50
3214,covtype3214,33,274,2108,60,1448,116,227,240
3215,covtype3215,33,279,2151,120,1463,113,223,239
3216,covtype3216,28,286,2310,391,1466,132,226,228
3217,covtype3217,17,109,2317,450,1340,247,219,96
3218,covtype3218,15,145,2310,433,1315,240,236,122
3219,covtype3219,17,202,2310,402,1266,210,253,172
3220,covtype3220,17,237,2314,390,1242,187,253,200
3221,covtype3221,24,266,2325,379,1218,151,242,225
3222,covtype3222,17,253,2355,365,1172,180,249,206
3223,covtype3223,18,143,2360,361,1149,243,233,111
3224,covtype3224,35,121,2323,361,1104,253,188,30
3225,covtype3225,30,129,2308,365,1082,252,207,60
3226,covtype3226,17,177,2291,379,1040,226,247,147
3227,covtype3227,21,246,2322,350,977,171,251,213
3228,covtype3228,15,185,2331,324,957,221,249,157
3229,covtype3229,41,117,2304,277,918,251,169,3
3230,covtype3230,43,115,2278,255,900,249,159,0
3231,covtype3231,41,117,2253,234,882,251,168,0
