id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
2385,fctype2385,5,92,3012,470,2506,229,231,137
2386,fctype2386,7,111,3009,443,2477,233,232,131
2387,fctype2387,10,120,3005,417,2448,238,232,124
2388,fctype2388,13,123,3000,391,2418,242,230,114
2389,fctype2389,16,126,2993,366,2389,245,227,106
2390,fctype2390,18,128,2985,342,2359,247,226,101
2391,fctype2391,18,131,2977,319,2330,246,227,103
2392,fctype2392,18,130,2970,297,2301,247,226,101
2393,fctype2393,20,124,2962,277,2271,249,221,91
2394,fctype2394,20,122,2952,255,2242,249,220,89
2395,fctype2395,18,128,2943,234,2213,247,226,101
2396,fctype2396,3,9,2430,247,841,216,233,154
2397,fctype2397,7,68,2427,277,865,227,226,133
2398,fctype2398,10,71,2422,306,890,231,221,121
2399,fctype2399,12,76,2416,335,916,235,217,111
2400,fctype2400,13,85,2409,365,942,238,218,109
2401,fctype2401,12,93,2404,395,967,239,221,110
2402,fctype2402,11,100,2397,424,994,238,225,116
2403,fctype2403,11,108,2393,430,1020,239,227,118
2404,fctype2404,9,131,2386,400,1047,236,235,130
2405,fctype2405,9,197,2385,371,1073,218,248,164
2406,fctype2406,12,222,2389,342,1100,205,251,181
2407,fctype2407,9,206,2393,313,1127,215,249,169
2408,fctype2408,9,148,2394,285,1155,233,239,138
2409,fctype2409,12,130,2389,256,1182,240,233,121
2410,fctype2410,14,128,2383,228,1209,242,231,114
2411,fctype2411,17,119,2377,201,1237,246,223,100
2412,fctype2412,19,113,2368,175,1265,249,217,88
2413,fctype2413,22,124,2348,127,1320,251,218,83
2414,fctype2414,23,133,2337,108,1348,249,221,87
2415,fctype2415,23,131,2321,67,1405,250,220,85
2416,fctype2416,22,131,2311,60,1433,249,222,90
2417,fctype2417,21,132,2303,42,1461,248,225,95
2418,fctype2418,20,138,2293,30,1489,246,228,100
2419,fctype2419,18,144,2287,30,1518,242,234,114
2420,fctype2420,11,133,2280,30,1546,237,235,127
2421,fctype2421,6,39,2276,0,1575,220,227,142
2422,fctype2422,18,304,2298,30,1530,169,228,199
2423,fctype2423,12,310,2303,42,1500,188,232,184
2424,fctype2424,15,295,2308,67,1470,178,235,197
2425,fctype2425,20,292,2318,85,1440,161,232,210
2426,fctype2426,25,303,2345,120,1380,143,219,212
2427,fctype2427,19,328,2355,124,1350,170,214,182
2428,fctype2428,25,34,2346,150,1290,207,176,93
2429,fctype2429,19,330,2339,192,1230,173,214,179
2430,fctype2430,22,306,2347,216,1200,156,222,205
2431,fctype2431,25,294,2359,242,1170,142,225,219
2432,fctype2432,25,292,2372,268,1140,143,226,220
2433,fctype2433,23,291,2384,295,1110,149,229,217
2434,fctype2434,19,282,2406,351,1050,164,238,212
2435,fctype2435,17,275,2415,379,1020,172,242,208
2436,fctype2436,16,273,2424,408,990,175,243,206
2437,fctype2437,16,274,2432,402,960,177,242,205
2438,fctype2438,15,274,2441,390,930,178,242,203
2439,fctype2439,16,272,2449,379,900,175,243,206
2440,fctype2440,18,272,2459,371,870,170,242,210
2441,fctype2441,19,277,2469,361,840,167,240,212
2442,fctype2442,35,58,2340,127,480,221,147,31
2443,fctype2443,30,47,2323,108,450,214,161,62
2444,fctype2444,26,29,2314,95,420,201,175,98
2445,fctype2445,7,332,2304,0,474,204,231,167
2446,fctype2446,12,315,2310,30,450,187,230,183
2447,fctype2447,16,304,2314,42,426,175,230,195
2448,fctype2448,20,290,2322,67,404,159,233,212
2449,fctype2449,27,281,2335,85,382,137,231,228
2450,fctype2450,32,279,2354,108,361,119,225,237
2451,fctype2451,32,281,2370,134,342,115,223,238
2452,fctype2452,29,279,2390,162,324,128,229,233
2453,fctype2453,26,276,2405,190,309,142,235,228
2454,fctype2454,25,277,2420,218,295,145,235,226
2455,fctype2455,26,287,2448,277,277,140,228,224
2456,fctype2456,20,293,2472,242,270,159,231,211
2457,fctype2457,15,289,2482,212,270,177,237,200
2458,fctype2458,2,323,2487,182,272,213,236,161
2459,fctype2459,8,79,2482,153,277,231,226,128
2460,fctype2460,12,81,2478,124,285,237,218,110
2461,fctype2461,14,57,2455,42,323,229,209,110
2462,fctype2462,11,38,2451,30,335,220,216,129
2463,fctype2463,10,333,2449,30,350,197,228,169
2464,fctype2464,17,304,2456,42,362,170,229,198
2465,fctype2465,13,315,2464,67,376,184,229,184
2466,fctype2466,8,334,2466,95,391,202,229,167
2467,fctype2467,10,325,2468,124,408,196,230,173
2468,fctype2468,10,349,2470,153,426,202,224,160
2469,fctype2469,13,327,2468,182,418,188,225,176
2470,fctype2470,18,311,2478,212,408,168,224,196
2471,fctype2471,18,313,2484,242,400,170,224,193
2472,fctype2472,16,307,2497,301,391,175,229,194
2473,fctype2473,14,305,2504,331,390,181,232,191
2474,fctype2474,10,323,2509,335,390,194,230,175
2475,fctype2475,10,337,2511,306,390,199,227,167
2476,fctype2476,10,337,2514,277,390,199,227,167
2477,fctype2477,9,328,2515,247,379,198,230,171
2478,fctype2478,10,307,2520,218,371,192,234,182
2479,fctype2479,6,308,2525,190,365,204,236,171
2480,fctype2480,4,84,2525,162,361,226,232,141
2481,fctype2481,12,101,2520,134,360,240,224,112
2482,fctype2482,16,108,2511,108,360,246,220,98
2483,fctype2483,17,115,2503,85,360,247,222,98
2484,fctype2484,17,119,2496,60,360,246,223,100
2485,fctype2485,15,121,2488,30,361,244,227,108
2486,fctype2486,9,68,2476,0,371,230,221,124
2487,fctype2487,12,354,2472,30,379,200,218,156
2488,fctype2488,20,327,2477,60,390,168,213,183
2489,fctype2489,21,324,2484,85,402,161,212,188
2490,fctype2490,20,325,2491,108,417,167,214,185
2491,fctype2491,16,337,2496,134,433,183,216,171
2492,fctype2492,7,32,2497,60,488,219,224,142
2493,fctype2493,7,48,2496,30,509,223,225,137
2494,fctype2494,10,54,2493,0,531,226,218,124
2495,fctype2495,10,18,2488,0,552,213,220,143
2496,fctype2496,14,327,2489,30,573,184,223,178
2497,fctype2497,14,329,2496,60,594,187,223,176
2498,fctype2498,8,355,2497,90,616,207,225,157
2499,fctype2499,5,358,2497,120,638,211,230,156
2500,fctype2500,3,16,2497,150,661,217,232,153
2501,fctype2501,9,91,2497,180,684,235,226,122
2502,fctype2502,16,104,2487,210,708,246,217,95
2503,fctype2503,20,109,2479,240,732,250,213,83
2504,fctype2504,22,112,2467,242,757,252,210,75
2505,fctype2505,24,116,2455,216,782,253,209,70
2506,fctype2506,24,118,2442,192,808,253,210,70
2507,fctype2507,21,117,2421,150,860,251,215,81
2508,fctype2508,21,118,2410,127,870,250,216,83
2509,fctype2509,21,115,2401,108,871,251,215,82
2510,fctype2510,22,107,2391,85,872,251,208,74
2511,fctype2511,25,98,2379,67,875,251,195,56
2512,fctype2512,29,94,2362,42,878,251,185,42
2513,fctype2513,25,96,2345,30,883,250,196,59
2514,fctype2514,19,350,2333,30,902,182,205,159
2515,fctype2515,27,350,2338,42,911,163,185,153
2516,fctype2516,31,356,2337,60,920,154,168,140
2517,fctype2517,33,352,2337,67,930,144,164,145
2518,fctype2518,34,343,2342,85,942,133,169,161
2519,fctype2519,33,335,2350,108,953,129,177,175
2520,fctype2520,31,329,2361,127,960,130,186,186
2521,fctype2521,28,331,2371,150,960,143,193,182
2522,fctype2522,17,24,2374,201,962,209,202,125
2523,fctype2523,19,46,2368,228,964,222,195,100
2524,fctype2524,22,48,2359,256,967,222,185,86
2525,fctype2525,24,42,2349,270,972,216,180,88
2526,fctype2526,25,38,2341,240,977,210,175,87
2527,fctype2527,25,30,2332,210,983,204,177,98
2528,fctype2528,23,359,2327,180,990,180,191,144
2529,fctype2529,23,356,2333,150,992,176,191,148
2530,fctype2530,25,28,2330,120,994,202,179,102
2531,fctype2531,28,47,2320,90,997,217,167,68
2532,fctype2532,27,48,2306,60,1001,218,169,69
2533,fctype2533,23,27,2296,30,1006,204,183,106
2534,fctype2534,22,351,2294,0,1012,175,196,155
2535,fctype2535,27,328,2308,60,1026,144,197,187
2536,fctype2536,27,329,2317,90,1034,144,196,185
2537,fctype2537,22,332,2335,180,994,163,206,179
2538,fctype2538,22,326,2341,210,979,160,209,186
2539,fctype2539,23,321,2350,240,966,156,211,192
2540,fctype2540,23,319,2367,300,942,155,212,194
2541,fctype2541,25,316,2388,390,911,146,210,199
2542,fctype2542,26,311,2398,420,902,143,212,205
2543,fctype2543,26,311,2410,450,895,142,212,206
2544,fctype2544,24,315,2420,480,888,148,212,200
2545,fctype2545,24,316,2429,466,883,151,213,198
2546,fctype2546,23,315,2438,437,878,154,215,198
2547,fctype2547,15,331,2454,379,872,183,220,175
2548,fctype2548,13,29,2455,351,871,215,211,130
2549,fctype2549,19,58,2447,323,870,230,197,93
2550,fctype2550,16,57,2438,295,871,229,204,103
2551,fctype2551,15,58,2433,268,872,229,207,106
2552,fctype2552,18,65,2425,240,875,234,201,92
2553,fctype2553,19,71,2414,210,878,238,199,85
2554,fctype2554,18,75,2403,180,883,239,202,87
2555,fctype2555,17,70,2395,150,888,236,204,93
2556,fctype2556,19,62,2387,120,895,233,198,91
2557,fctype2557,21,59,2377,90,902,231,190,83
2558,fctype2558,24,59,2367,60,911,230,183,73
2559,fctype2559,25,59,2355,30,920,230,181,70
2560,fctype2560,10,281,2346,30,942,194,241,187
2561,fctype2561,15,270,2353,42,953,178,244,204
2562,fctype2562,17,284,2361,67,966,170,238,207
2563,fctype2563,21,292,2370,95,979,155,230,213
2564,fctype2564,24,292,2383,124,994,145,227,219
2565,fctype2565,22,300,2407,182,1024,155,225,209
2566,fctype2566,15,316,2417,212,1040,178,225,187
2567,fctype2567,11,323,2419,242,1057,191,228,177
2568,fctype2568,11,297,2424,272,1074,189,237,187
2569,fctype2569,9,271,2429,301,1092,196,243,187
2570,fctype2570,6,222,2435,331,1064,213,246,170
2571,fctype2571,9,170,2435,361,1036,227,244,149
2572,fctype2572,12,170,2432,390,1008,229,245,146
2573,fctype2573,13,184,2430,418,981,223,249,156
2574,fctype2574,14,196,2432,446,953,216,251,166
2575,fctype2575,14,188,2435,474,926,221,250,159
2576,fctype2576,13,188,2434,503,899,220,249,160
2577,fctype2577,12,177,2437,532,872,226,247,151
2578,fctype2578,14,149,2434,560,845,237,239,128
2579,fctype2579,15,141,2430,589,819,240,235,121
2580,fctype2580,14,142,2424,618,793,239,236,123
2581,fctype2581,12,145,2421,648,767,237,238,130
2582,fctype2582,13,134,2417,664,741,240,233,120
2583,fctype2583,13,132,2411,636,716,241,233,119
2584,fctype2584,10,142,2406,607,691,235,238,132
2585,fctype2585,8,153,2403,579,666,231,241,142
2586,fctype2586,10,141,2402,552,642,235,238,133
2587,fctype2587,12,135,2397,524,618,239,235,124
2588,fctype2588,13,156,2393,497,595,234,241,135
2589,fctype2589,16,170,2392,470,573,230,245,142
2590,fctype2590,17,167,2391,443,552,232,244,137
2591,fctype2591,20,150,2388,417,531,241,235,113
2592,fctype2592,26,135,2380,391,509,250,218,79
2593,fctype2593,28,137,2367,366,488,249,215,73
2594,fctype2594,27,152,2357,342,467,241,229,98
2595,fctype2595,29,156,2353,319,446,238,228,98
2596,fctype2596,32,150,2344,297,426,241,220,81
2597,fctype2597,32,152,2334,277,408,239,221,84
2598,fctype2598,32,162,2325,258,391,231,229,103
2599,fctype2599,32,169,2322,242,376,225,233,113
2600,fctype2600,31,170,2317,228,362,225,235,118
2601,fctype2601,14,41,3376,67,4468,221,209,121
2602,fctype2602,11,27,3371,42,4440,216,216,136
2603,fctype2603,9,18,3370,30,4412,213,220,144
2604,fctype2604,9,19,3368,30,4383,214,222,144
2605,fctype2605,6,343,3367,0,4355,207,230,162
2606,fctype2606,5,270,3371,30,4298,206,242,174
2607,fctype2607,6,258,3377,90,4242,207,243,175
2608,fctype2608,3,185,3384,150,4186,220,241,157
2609,fctype2609,14,94,3382,180,4157,241,218,103
2610,fctype2610,27,85,3369,150,4129,247,182,47
2611,fctype2611,30,80,3350,120,4101,244,173,37
2612,fctype2612,19,313,3290,60,3933,167,223,194
2613,fctype2613,16,323,3296,67,3905,179,222,182
2614,fctype2614,16,333,3300,85,3877,183,218,174
2615,fctype2615,16,342,3304,108,3849,185,214,167
2616,fctype2616,16,355,3300,190,3766,191,209,154
2617,fctype2617,21,329,3302,216,3738,165,210,182
2618,fctype2618,27,316,3311,242,3711,138,206,202
2619,fctype2619,29,316,3324,268,3683,132,202,204
2620,fctype2620,28,322,3335,295,3656,140,200,194
2621,fctype2621,30,317,3344,323,3628,130,199,202
2622,fctype2622,28,320,3374,371,3573,138,201,197
2623,fctype2623,25,329,3380,379,3546,151,201,185
2624,fctype2624,26,330,3388,390,3518,150,199,183
2625,fctype2625,9,111,3099,277,2259,236,230,125
2626,fctype2626,12,113,3094,255,2236,240,228,117
2627,fctype2627,12,118,3088,228,2213,241,229,116
2628,fctype2628,11,125,3083,201,2190,239,232,122
2629,fctype2629,14,117,3079,175,2167,243,226,109
2630,fctype2630,19,106,3070,150,2145,248,214,87
2631,fctype2631,23,98,3059,124,2123,250,200,65
2632,fctype2632,27,93,3044,95,2101,250,189,50
2633,fctype2633,24,88,3030,67,2079,247,194,63
2634,fctype2634,23,84,3019,42,2058,245,194,65
2635,fctype2635,25,83,3003,30,2036,245,188,57
2636,fctype2636,17,75,2989,30,2015,238,206,93
2637,fctype2637,8,35,2984,30,1994,219,223,139
2638,fctype2638,7,352,2984,0,1974,208,229,158
2639,fctype2639,6,339,2985,0,1953,207,232,163
2640,fctype2640,6,312,2986,30,1933,204,236,171
2641,fctype2641,8,297,2990,60,1913,196,238,181
2642,fctype2642,10,305,2994,85,1894,193,235,182
2643,fctype2643,12,312,2998,108,1874,186,231,184
2644,fctype2644,12,324,3004,134,1855,188,226,178
2645,fctype2645,11,343,3006,162,1837,197,223,164
2646,fctype2646,11,339,3007,190,1818,196,224,167
2647,fctype2647,14,316,3009,218,1800,182,227,185
2648,fctype2648,19,302,3016,247,1782,163,227,203
2649,fctype2649,24,295,3026,277,1765,146,225,216
2650,fctype2650,28,288,3040,306,1747,131,224,227
2651,fctype2651,30,285,3057,335,1731,123,224,233
2652,fctype2652,28,288,3075,361,1714,132,225,227
2653,fctype2653,23,295,3088,384,1698,148,226,215
2654,fctype2654,22,298,3099,408,1682,153,226,211
2655,fctype2655,21,302,3110,433,1667,157,226,207
2656,fctype2656,17,314,3119,458,1652,171,224,192
2657,fctype2657,18,315,3123,484,1638,169,222,192
2658,fctype2658,27,297,3132,510,1624,136,220,219
2659,fctype2659,34,285,3150,516,1610,106,216,238
2660,fctype2660,35,278,3198,469,1583,107,221,242
2661,fctype2661,27,285,3215,443,1570,137,229,226
2662,fctype2662,21,298,3227,417,1557,157,228,209
2663,fctype2663,18,312,3235,391,1544,169,224,194
2664,fctype2664,19,311,3241,366,1532,167,224,196
2665,fctype2665,17,314,3250,342,1521,172,224,191
2666,fctype2666,13,329,3254,319,1510,189,225,175
2667,fctype2667,10,339,3257,295,1499,199,226,166
2668,fctype2668,9,343,3258,268,1489,202,226,163
2669,fctype2669,8,346,3260,216,1471,205,228,161
2670,fctype2670,7,339,3262,190,1463,206,231,163
2671,fctype2671,6,16,3264,162,1455,215,227,149
2672,fctype2672,14,64,3261,134,1448,232,210,107
2673,fctype2673,17,68,3250,108,1442,235,203,93
2674,fctype2674,13,58,3243,85,1436,229,212,114
2675,fctype2675,12,45,3239,67,1430,223,214,124
2676,fctype2676,12,32,3235,42,1426,217,214,131
2677,fctype2677,9,356,3231,30,1421,205,224,156
2678,fctype2678,16,292,3233,42,1418,173,235,201
2679,fctype2679,25,275,3246,67,1415,146,237,226
2680,fctype2680,29,268,3261,95,1413,135,237,234
2681,fctype2681,27,264,3280,124,1411,143,241,230
2682,fctype2682,20,257,3293,153,1410,169,247,214
2683,fctype2683,12,243,3303,182,1410,196,250,190
2684,fctype2684,6,203,3306,212,1410,217,246,164
2685,fctype2685,6,160,3306,242,1410,227,241,148
2686,fctype2686,9,135,3304,272,1410,235,236,132
2687,fctype2687,15,121,3299,301,1410,244,227,108
2688,fctype2688,15,124,3290,331,1380,244,228,108
2689,fctype2689,15,127,3285,361,1350,243,229,111
2690,fctype2690,15,129,3277,391,1320,243,230,112
2691,fctype2691,13,142,3273,421,1290,238,237,126
2692,fctype2692,15,139,3270,451,1260,242,234,117
2693,fctype2693,16,142,3263,458,1230,242,234,116
2694,fctype2694,16,147,3260,443,1200,240,236,120
2695,fctype2695,22,127,3254,430,1170,250,219,84
2696,fctype2696,24,120,3239,418,1140,252,213,74
2697,fctype2697,17,127,3230,408,1110,246,227,103
2698,fctype2698,15,131,3225,400,1080,243,231,112
2699,fctype2699,15,131,3218,395,1050,243,231,112
2700,fctype2700,14,132,3212,391,1020,242,232,116
2701,fctype2701,18,121,3207,390,990,248,223,96
2702,fctype2702,20,117,3195,391,960,250,217,85
2703,fctype2703,16,122,3186,395,930,245,226,104
2704,fctype2704,15,115,3180,400,900,245,224,103
2705,fctype2705,22,103,3171,408,870,250,207,74
2706,fctype2706,28,99,3157,418,840,252,188,44
2707,fctype2707,32,97,3140,430,810,251,177,29
2708,fctype2708,34,95,3121,443,780,250,168,16
2709,fctype2709,33,93,3099,457,750,249,170,21
2710,fctype2710,28,83,3068,480,690,246,178,42
2711,fctype2711,29,80,3049,481,660,243,175,41
2712,fctype2712,24,76,3034,484,630,241,188,65
2713,fctype2713,18,74,3023,488,600,239,202,88
2714,fctype2714,30,84,3015,495,570,246,173,34
2715,fctype2715,35,85,2988,503,540,245,159,0
2716,fctype2716,27,81,2971,480,510,244,182,51
2717,fctype2717,25,78,2957,450,480,243,185,57
2718,fctype2718,23,77,2944,420,450,242,191,67
2719,fctype2719,20,76,2933,390,420,241,198,78
2720,fctype2720,20,78,2922,360,390,241,199,79
2721,fctype2721,20,81,2911,330,360,243,201,80
2722,fctype2722,20,85,2901,300,330,244,201,78
2723,fctype2723,21,88,2889,270,300,246,200,72
2724,fctype2724,22,89,2877,240,270,247,200,72
2725,fctype2725,22,90,2865,210,240,247,200,71
2726,fctype2726,21,89,2853,180,210,246,201,74
2727,fctype2727,19,84,2842,150,180,243,205,85
2728,fctype2728,16,77,2833,120,150,239,209,96
2729,fctype2729,8,243,3006,242,900,205,247,179
2730,fctype2730,4,162,3008,216,930,223,240,152
2731,fctype2731,10,124,3006,192,960,238,233,125
2732,fctype2732,16,121,3000,170,990,246,225,103
2733,fctype2733,20,119,2992,150,1020,250,218,86
2734,fctype2734,24,117,2981,127,1050,252,210,72
2735,fctype2735,23,113,2968,108,1080,252,209,71
2736,fctype2736,18,108,2957,85,1110,248,215,88
2737,fctype2737,11,95,2949,60,1140,238,224,116
2738,fctype2738,6,52,2945,30,1170,223,227,140
2739,fctype2739,9,342,2944,0,1230,201,226,164
2740,fctype2740,12,342,2947,30,1260,196,222,165
2741,fctype2741,12,21,2947,67,1320,212,214,138
2742,fctype2742,11,45,2944,85,1350,223,217,127
2743,fctype2743,2,304,2939,150,1440,214,238,161
2744,fctype2744,1,45,2939,170,1470,219,235,153
2745,fctype2745,10,311,2953,216,1784,193,233,180
2746,fctype2746,9,313,2957,192,1813,196,233,177
2747,fctype2747,6,325,2960,170,1842,206,234,167
2748,fctype2748,3,355,2960,150,1871,215,234,157
2749,fctype2749,1,79,2960,134,1900,220,236,152
2750,fctype2750,3,122,2959,124,1929,225,237,147
2751,fctype2751,5,115,2957,120,1958,229,235,140
2752,fctype2752,6,96,2954,120,1987,231,231,133
2753,fctype2753,7,74,2950,124,2016,229,227,132
2754,fctype2754,6,42,2947,134,2045,221,227,141
2755,fctype2755,7,10,2946,150,2074,213,226,151
2756,fctype2756,9,356,2947,170,2103,205,224,156
2757,fctype2757,11,346,2948,192,2132,199,223,162
2758,fctype2758,10,347,2950,201,2161,201,224,162
2759,fctype2759,8,353,2950,190,2190,207,227,158
2760,fctype2760,4,58,2950,175,2249,223,230,143
2761,fctype2761,24,107,2927,134,2336,252,205,67
2762,fctype2762,23,109,2913,124,2366,252,208,71
2763,fctype2763,19,112,2902,120,2395,249,217,89
2764,fctype2764,18,112,2894,108,2424,248,219,93
2765,fctype2765,18,107,2884,95,2454,247,216,90
2766,fctype2766,15,99,2875,90,2479,244,218,99
2767,fctype2767,11,92,2868,67,2490,238,222,114
2768,fctype2768,8,88,2863,42,2502,232,227,128
2769,fctype2769,6,83,2860,30,2513,229,230,135
2770,fctype2770,3,63,2857,30,2525,222,233,146
2771,fctype2771,5,311,2857,0,2537,206,236,169
2772,fctype2772,13,297,2861,0,2550,184,236,192
2773,fctype2773,18,293,2869,30,2563,167,233,206
2774,fctype2774,22,293,2879,60,2576,151,228,215
2775,fctype2775,27,298,2892,90,2589,136,220,219
2776,fctype2776,28,306,2906,120,2603,132,211,213
2777,fctype2777,28,317,2918,150,2616,137,204,201
2778,fctype2778,27,328,2928,170,2630,143,196,186
2779,fctype2779,27,338,2935,192,2643,150,189,171
2780,fctype2780,28,348,2939,216,2656,157,183,156
2781,fctype2781,29,352,2941,242,2670,157,177,149
2782,fctype2782,30,345,2943,268,2683,147,177,159
2783,fctype2783,31,339,2949,295,2697,138,179,169
2784,fctype2784,31,338,2956,319,2711,137,179,170
2785,fctype2785,31,337,2962,339,2725,136,180,173
2786,fctype2786,31,331,2970,361,2739,132,184,182
2787,fctype2787,30,328,2980,379,2754,134,190,187
2788,fctype2788,27,327,2989,390,2768,144,198,188
2789,fctype2789,23,327,2997,402,2784,159,208,185
2790,fctype2790,18,324,3003,417,2799,173,218,184
2791,fctype2791,14,315,3009,430,2814,183,228,185
2792,fctype2792,9,315,3014,443,2830,197,233,176
2793,fctype2793,12,36,3013,474,2862,219,213,128
2794,fctype2794,17,47,3008,492,2879,224,200,105
2795,fctype2795,19,53,2999,466,2896,227,195,94
2796,fctype2796,17,46,2991,437,2908,223,200,105
2797,fctype2797,15,27,2986,408,2919,212,206,127
2798,fctype2798,18,29,2980,323,2955,211,197,117
2799,fctype2799,17,37,2974,295,2967,217,199,112
2800,fctype2800,13,29,2969,268,2980,215,210,129
2801,fctype2801,11,15,2967,242,2992,210,216,142
2802,fctype2802,12,16,2965,216,3005,209,214,141
2803,fctype2803,13,19,2963,192,3019,210,212,137
2804,fctype2804,13,23,2961,170,3032,212,211,134
2805,fctype2805,13,23,2958,150,3046,212,211,134
2806,fctype2806,13,15,2955,134,3059,208,213,141
2807,fctype2807,11,356,2954,120,3087,202,220,155
2808,fctype2808,10,345,2955,124,3101,200,224,163
2809,fctype2809,10,333,2957,134,3115,198,228,169
2810,fctype2810,9,328,2960,150,3093,199,230,171
2811,fctype2811,9,326,2962,170,3063,199,231,171
2812,fctype2812,10,321,2964,192,3034,195,231,175
2813,fctype2813,11,315,2968,216,3004,190,231,181
2814,fctype2814,13,306,2973,242,2974,182,232,189
2815,fctype2815,15,305,2980,268,2945,177,231,193
2816,fctype2816,15,313,2986,295,2915,178,227,189
2817,fctype2817,14,326,2992,323,2885,185,224,178
2818,fctype2818,12,342,2994,351,2856,196,222,165
2819,fctype2819,10,340,2995,379,2826,198,225,166
2820,fctype2820,11,319,2998,408,2796,192,230,178
2821,fctype2821,12,300,3003,437,2767,187,235,188
2822,fctype2822,11,290,3009,466,2737,189,239,190
2823,fctype2823,8,286,3014,495,2708,199,240,181
2824,fctype2824,5,287,3017,524,2678,206,240,172
2825,fctype2825,5,294,3019,553,2649,207,239,171
2826,fctype2826,3,336,3021,566,2619,213,235,160
2827,fctype2827,4,45,3020,541,2589,221,231,146
2828,fctype2828,6,66,3018,513,2560,226,228,137
2829,fctype2829,7,86,3015,485,2530,231,228,130
2830,fctype2830,9,107,3011,457,2501,235,230,126
2831,fctype2831,11,121,3006,430,2471,239,231,121
2832,fctype2832,13,126,3001,402,2442,242,231,115
2833,fctype2833,15,126,2994,376,2412,244,228,109
2834,fctype2834,17,124,2987,350,2383,246,226,102
2835,fctype2835,17,122,2979,324,2353,247,224,99
2836,fctype2836,17,124,2971,300,2324,246,226,102
2837,fctype2837,16,123,2964,277,2295,246,226,103
2838,fctype2838,18,118,2956,255,2265,248,221,95
2839,fctype2839,19,115,2947,234,2236,249,218,90
2840,fctype2840,17,120,2938,212,2206,247,223,98
2841,fctype2841,6,331,2430,228,799,205,232,166
2842,fctype2842,4,23,2431,256,824,218,231,151
2843,fctype2843,7,63,2428,285,849,226,226,134
2844,fctype2844,9,68,2426,313,875,230,221,124
2845,fctype2845,14,76,2420,342,900,236,214,106
2846,fctype2846,15,85,2412,371,927,240,213,99
2847,fctype2847,15,96,2403,400,953,243,217,100
2848,fctype2848,14,111,2396,430,979,243,224,107
2849,fctype2849,12,135,2383,390,1033,239,234,123
2850,fctype2850,9,187,2379,362,1060,221,247,159
2851,fctype2851,13,216,2384,335,1087,206,252,180
2852,fctype2852,12,201,2389,306,1115,215,251,168
2853,fctype2853,12,159,2388,277,1142,232,242,139
2854,fctype2854,14,136,2383,247,1170,240,234,120
2855,fctype2855,15,130,2378,218,1198,243,230,112
2856,fctype2856,18,126,2371,190,1226,247,225,99
2857,fctype2857,21,123,2363,162,1254,250,218,85
2858,fctype2858,24,123,2352,134,1282,252,214,76
2859,fctype2859,25,124,2340,108,1310,252,212,72
2860,fctype2860,24,130,2328,85,1338,251,218,80
2861,fctype2861,24,137,2319,67,1366,248,223,88
2862,fctype2862,26,138,2310,42,1395,249,220,82
2863,fctype2863,25,143,2300,30,1423,246,225,90
2864,fctype2864,15,135,2284,0,1480,242,233,116
2865,fctype2865,4,103,2277,0,1509,227,234,141
2866,fctype2866,24,335,2288,30,1590,160,200,176
2867,fctype2867,24,323,2295,0,1560,153,208,190
2868,fctype2868,17,324,2303,0,1530,176,220,183
2869,fctype2869,9,325,2306,30,1500,197,230,172
2870,fctype2870,12,284,2310,42,1470,187,240,192
2871,fctype2871,23,263,2331,85,1410,157,244,222
2872,fctype2872,22,259,2345,108,1380,161,246,220
2873,fctype2873,15,267,2355,134,1350,179,245,204
2874,fctype2874,9,342,2361,162,1320,201,226,164
2875,fctype2875,17,347,2348,212,1230,185,210,161
2876,fctype2876,18,308,2353,234,1200,169,226,197
2877,fctype2877,23,289,2363,258,1170,151,230,217
2878,fctype2878,23,283,2378,283,1140,152,234,219
2879,fctype2879,21,281,2389,309,1110,157,236,217
2880,fctype2880,20,282,2401,335,1080,161,237,214
2881,fctype2881,17,283,2410,362,1050,170,238,207
2882,fctype2882,16,282,2418,390,1020,173,239,205
2883,fctype2883,17,283,2436,376,960,171,238,206
2884,fctype2884,17,289,2444,362,930,171,236,204
2885,fctype2885,17,293,2451,351,900,169,234,204
2886,fctype2886,18,288,2460,342,870,166,235,208
2887,fctype2887,18,279,2471,335,840,169,240,209
2888,fctype2888,8,270,2482,319,810,199,243,183
2889,fctype2889,10,93,2480,300,780,237,224,118
2890,fctype2890,20,85,2470,283,750,244,201,78
2891,fctype2891,24,75,2458,268,720,240,188,65
2892,fctype2892,28,57,2388,192,540,226,169,58
2893,fctype2893,34,68,2370,170,510,231,151,23
2894,fctype2894,32,63,2347,150,480,229,158,38
2895,fctype2895,27,45,2336,134,450,216,172,75
2896,fctype2896,18,19,2322,108,360,204,200,128
2897,fctype2897,17,33,2317,95,330,214,200,117
2898,fctype2898,16,321,2315,42,433,177,222,185
2899,fctype2899,19,317,2321,67,408,166,220,192
2900,fctype2900,23,310,2329,85,384,150,217,204
2901,fctype2901,26,298,2340,108,361,137,220,218
2902,fctype2902,33,287,2355,127,339,111,217,236
2903,fctype2903,34,288,2380,150,319,108,214,236
2904,fctype2904,28,292,2394,175,300,131,222,225
2905,fctype2905,26,288,2408,201,283,140,227,223
2906,fctype2906,26,286,2421,228,268,138,228,225
2907,fctype2907,27,286,2437,256,256,134,227,228
