id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
605,customer-605,49,69,127,84,154,212,271,164
606,customer-606,199,269,125,197,205,154,140,107
607,customer-607,22,96,141,55,111,195,209,183
608,customer-608,210,279,62,97,194,84,166,145
609,customer-609,195,284,154,47,128,94,156,11
610,customer-610,74,106,182,137,140,133,234,45
611,customer-611,189,284,171,240,86,94,150,43
612,customer-612,118,137,24,97,70,95,158,20
613,customer-613,101,121,48,203,95,117,180,174
614,customer-614,84,120,139,231,91,160,197,222
615,customer-615,199,238,140,68,179,106,67,268
616,customer-616,188,188,82,152,167,19,193,87
617,customer-617,104,142,19,145,172,23,75,97
618,customer-618,37,98,40,174,193,44,149,91
619,customer-619,171,223,103,78,162,262,223,202
620,customer-620,201,284,53,65,81,191,199,88
621,customer-621,148,164,107,22,192,113,121,102
622,customer-622,100,165,127,14,142,192,150,139
623,customer-623,78,89,181,200,138,103,125,26
624,customer-624,58,151,127,175,115,187,19,114
625,customer-625,28,89,176,253,168,137,73,170
626,customer-626,72,109,38,109,25,159,151,169
627,customer-627,20,60,167,96,75,93,50,73
628,customer-628,174,261,112,221,62,93,182,244
629,customer-629,93,177,134,101,67,115,18,133
630,customer-630,144,241,189,30,50,100,36,185
631,customer-631,159,181,173,32,77,94,90,137
632,customer-632,172,207,177,13,120,44,113,54
633,customer-633,173,263,6,211,158,201,138,152
634,customer-634,229,244,190,198,33,190,123,24
635,customer-635,129,213,71,188,236,44,26,110
636,customer-636,123,166,19,221,159,107,48,17
637,customer-637,163,174,181,205,81,172,211,42
638,customer-638,178,260,174,171,82,198,190,145
639,customer-639,48,64,236,14,66,112,180,67
640,customer-640,208,276,56,252,129,188,76,21
641,customer-641,200,258,221,187,68,144,250,50
642,customer-642,58,145,218,117,199,127,84,164
643,customer-643,226,276,98,150,87,103,164,75
644,customer-644,214,226,111,85,77,156,151,35
645,customer-645,110,189,143,225,52,148,43,64
646,customer-646,147,160,162,195,86,24,133,57
647,customer-647,121,187,50,212,114,101,29,129
648,customer-648,155,184,95,155,91,182,15,81
649,customer-649,91,165,114,97,143,44,179,142
650,customer-650,169,205,165,195,23,20,165,133
651,customer-651,141,202,187,72,77,212,61,84
652,customer-652,100,163,110,131,28,183,53,160
653,customer-653,182,252,144,203,177,59,60,111
654,customer-654,201,236,102,110,88,57,187,179
655,customer-655,256,298,177,21,167,151,56,127
656,customer-656,129,150,72,124,99,160,217,65
657,customer-657,104,108,60,67,194,189,116,50
658,customer-658,51,97,63,24,223,84,39,187
659,customer-659,131,158,42,164,137,118,174,78
660,customer-660,57,67,102,169,192,22,51,115
661,customer-661,13,16,94,152,124,188,12,111
662,customer-662,185,220,193,23,241,137,185,164
663,customer-663,121,137,223,83,201,198,142,39
664,customer-664,120,158,165,107,146,64,167,241
665,customer-665,184,246,124,171,161,249,41,219
666,customer-666,78,98,155,209,110,165,75,115
667,customer-667,115,178,203,8,23,188,67,21
668,customer-668,84,128,185,213,183,144,68,164
669,customer-669,65,96,196,51,120,85,154,104
670,customer-670,29,98,139,93,43,139,184,117
671,customer-671,122,122,79,90,110,198,33,45
672,customer-672,181,216,134,66,192,252,38,182
673,customer-673,134,223,249,44,111,47,93,62
674,customer-674,193,257,159,26,177,166,111,162
675,customer-675,153,165,146,150,195,187,89,33
676,customer-676,48,98,75,183,73,113,174,29
677,customer-677,250,337,24,183,51,161,146,55
678,customer-678,29,93,13,27,169,245,16,160
679,customer-679,109,167,188,137,163,90,97,54
680,customer-680,164,180,111,57,10,224,190,94
681,customer-681,198,287,97,264,78,42,189,151
682,customer-682,191,224,90,158,72,171,164,51
683,customer-683,119,174,237,17,59,88,88,193
684,customer-684,44,53,268,126,50,60,173,184
685,customer-685,133,147,145,163,139,249,171,254
686,customer-686,126,220,84,62,36,62,184,25
687,customer-687,175,183,142,218,120,166,192,103
688,customer-688,109,117,222,206,212,61,16,73
689,customer-689,169,248,128,73,119,155,91,170
690,customer-690,160,160,126,161,133,54,207,32
691,customer-691,242,312,66,42,43,19,198,234
692,customer-692,151,199,167,93,46,145,79,168
693,customer-693,188,256,92,25,63,115,149,93
694,customer-694,48,51,197,80,70,35,151,214
695,customer-695,197,232,163,212,158,106,83,75
696,customer-696,206,298,94,57,86,121,194,49
697,customer-697,143,229,84,10,203,256,133,136
698,customer-698,188,249,186,49,204,103,47,178
699,customer-699,80,163,67,96,138,146,131,121
700,customer-700,142,211,34,10,177,187,83,246
701,customer-701,44,123,222,34,14,208,65,201
702,customer-702,29,86,76,204,144,43,139,72
703,customer-703,82,137,137,136,23,183,213,159
704,customer-704,37,110,72,79,57,126,202,155
705,customer-705,36,55,146,25,113,184,181,241
706,customer-706,124,198,152,75,86,194,164,82
707,customer-707,57,79,68,241,205,119,25,158
708,customer-708,187,219,141,114,219,111,211,194
709,customer-709,111,137,100,164,79,54,129,162
710,customer-710,88,163,193,220,205,210,150,91
711,customer-711,120,165,49,42,110,95,115,100
712,customer-712,225,301,13,127,208,80,185,142
713,customer-713,88,129,36,132,46,240,98,6
714,customer-714,167,176,182,21,105,218,117,89
715,customer-715,37,67,73,215,117,54,87,143
716,customer-716,133,160,182,248,132,115,42,121
717,customer-717,126,172,83,91,95,174,219,119
718,customer-718,33,76,59,66,80,169,156,198
719,customer-719,181,244,43,24,183,141,95,168
720,customer-720,26,48,129,179,56,168,164,224
721,customer-721,179,255,121,73,145,155,128,172
722,customer-722,82,115,244,156,122,219,78,98
723,customer-723,206,289,197,181,186,45,156,43
724,customer-724,118,181,136,3,82,146,89,185
725,customer-725,152,221,245,133,259,223,22,52
726,customer-726,104,133,111,196,185,208,195,224
727,customer-727,3,63,149,53,195,104,39,95
728,customer-728,88,116,153,63,174,179,107,108
729,customer-729,133,182,50,225,123,21,150,152
730,customer-730,181,247,180,48,168,190,203,166
731,customer-731,110,190,203,104,61,120,177,21
732,customer-732,189,193,33,87,19,170,195,41
733,customer-733,105,193,65,66,148,216,235,129
734,customer-734,198,273,60,128,49,37,48,104
735,customer-735,96,143,12,114,183,38,61,80
736,customer-736,46,89,144,35,233,14,104,58
737,customer-737,183,228,101,156,156,161,127,206
738,customer-738,115,199,165,175,263,125,189,192
739,customer-739,49,98,69,19,81,126,178,151
740,customer-740,205,223,84,131,74,37,182,44
741,customer-741,52,91,228,62,179,183,155,52
742,customer-742,79,153,214,194,242,46,57,143
743,customer-743,112,184,85,93,26,95,130,183
744,customer-744,99,174,195,123,202,146,152,177
745,customer-745,203,229,187,198,8,203,46,180
746,customer-746,69,143,129,62,133,85,162,85
747,customer-747,50,132,85,23,203,129,207,184
748,customer-748,55,109,43,222,170,128,205,122
749,customer-749,212,218,39,170,171,205,41,152
750,customer-750,97,113,99,143,16,146,102,164
751,customer-751,153,180,118,82,178,77,51,44
752,customer-752,97,157,84,177,27,195,118,180
753,customer-753,198,287,131,169,4,107,160,217
754,customer-754,160,175,59,132,80,182,71,165
755,customer-755,209,237,29,158,149,102,154,102
756,customer-756,144,227,185,102,170,202,183,148
757,customer-757,92,96,200,67,107,42,57,231
758,customer-758,41,92,103,145,131,182,98,128
759,customer-759,54,136,231,43,202,178,71,233
760,customer-760,166,226,175,22,191,18,148,174
761,customer-761,170,203,114,130,111,188,220,200
762,customer-762,150,184,30,56,58,46,183,163
763,customer-763,60,88,51,238,75,174,28,218
764,customer-764,198,210,126,30,199,30,64,122
765,customer-765,248,322,31,167,99,86,149,83
766,customer-766,143,182,193,92,198,195,77,196
767,customer-767,58,104,80,211,208,155,158,16
768,customer-768,171,236,188,180,34,163,193,107
769,customer-769,77,90,119,152,194,68,30,38
770,customer-770,201,209,124,215,193,148,102,190
771,customer-771,149,180,97,207,44,222,76,86
772,customer-772,252,277,180,176,208,111,152,48
773,customer-773,48,80,123,199,191,155,164,112
774,customer-774,95,178,205,102,204,104,200,229
775,customer-775,240,311,11,185,73,185,148,32
776,customer-776,14,96,151,140,178,202,264,55
777,customer-777,66,123,130,210,31,71,141,130
778,customer-778,110,155,30,51,146,145,100,224
779,customer-779,9,78,134,244,113,103,97,169
780,customer-780,151,241,146,114,58,216,22,16
781,customer-781,78,97,33,64,52,129,131,198
782,customer-782,141,200,211,72,107,188,183,85
783,customer-783,16,103,153,84,212,152,83,5
784,customer-784,174,179,27,61,150,27,176,154
785,customer-785,105,193,131,164,241,56,21,151
786,customer-786,38,53,144,26,204,89,168,169
787,customer-787,178,243,249,28,194,72,111,205
788,customer-788,54,106,195,199,42,50,141,138
789,customer-789,107,179,18,207,233,198,183,66
790,customer-790,102,178,211,199,106,206,192,232
791,customer-791,161,247,127,181,180,153,167,229
792,customer-792,227,282,109,73,198,109,24,92
793,customer-793,125,214,176,107,26,42,111,169
794,customer-794,164,255,88,199,162,93,39,102
795,customer-795,63,110,48,155,129,165,137,36
796,customer-796,6,69,83,183,39,108,72,190
797,customer-797,99,157,67,197,119,96,153,195
798,customer-798,215,237,10,116,229,58,156,48
799,customer-799,22,87,106,124,95,159,180,208
800,customer-800,167,199,104,52,91,70,22,30
801,customer-801,115,118,55,182,138,101,129,140
802,customer-802,171,217,45,195,163,109,230,37
803,customer-803,156,178,191,168,181,121,147,206
804,customer-804,161,184,150,86,145,109,219,62
805,customer-805,95,119,266,252,113,176,107,67
806,customer-806,183,281,218,175,260,164,75,268
807,customer-807,143,221,50,129,1,90,121,75
808,customer-808,29,112,133,192,131,129,128,11
809,customer-809,220,271,195,235,158,142,94,27
810,customer-810,160,199,72,37,96,118,62,97
811,customer-811,117,171,129,135,53,58,114,190
812,customer-812,65,125,175,87,134,142,89,141
813,customer-813,184,245,46,227,170,186,104,191
814,customer-814,245,262,32,165,141,6,84,56
815,customer-815,196,242,43,184,200,27,110,17
816,customer-816,49,57,29,64,47,102,112,30
817,customer-817,34,121,71,198,161,58,221,220
818,customer-818,156,240,26,207,181,135,94,48
819,customer-819,138,224,198,258,219,108,204,192
820,customer-820,82,100,175,26,168,66,112,64
821,customer-821,66,104,138,147,155,36,38,116
822,customer-822,197,263,36,45,31,238,66,106
823,customer-823,145,164,143,134,93,16,181,170
824,customer-824,252,333,149,92,152,185,234,175
825,customer-825,62,85,86,83,30,55,167,106
826,customer-826,179,215,36,173,137,68,54,88
827,customer-827,18,76,200,53,18,142,154,67
828,customer-828,124,163,169,106,64,120,33,90
829,customer-829,120,169,107,115,108,176,267,210
830,customer-830,188,257,164,64,127,95,156,37
831,customer-831,24,48,141,182,211,52,134,21
832,customer-832,126,185,61,146,227,195,185,135
833,customer-833,153,190,50,258,190,92,114,185
834,customer-834,180,183,177,77,9,53,255,192
835,customer-835,167,230,24,139,139,139,103,186
836,customer-836,129,144,57,158,176,88,91,179
837,customer-837,161,235,118,97,169,206,104,191
838,customer-838,146,188,254,221,186,192,117,207
839,customer-839,15,40,232,202,132,98,177,29
840,customer-840,91,127,136,16,74,102,117,259
841,customer-841,37,66,220,145,144,128,84,94
842,customer-842,78,80,150,120,124,60,215,121
843,customer-843,28,35,115,251,87,188,184,183
844,customer-844,65,142,116,164,230,97,125,99
845,customer-845,140,176,82,206,209,75,21,108
846,customer-846,194,273,193,166,58,41,102,203
847,customer-847,52,70,69,153,122,4,126,185
848,customer-848,69,92,49,168,112,51,119,127
849,customer-849,134,213,81,219,68,133,66,140
850,customer-850,214,246,191,165,115,183,133,230
851,customer-851,234,332,203,189,204,37,126,192
852,customer-852,74,132,12,213,257,102,82,109
853,customer-853,206,253,153,163,157,112,162,80
854,customer-854,123,131,110,45,137,178,169,141
855,customer-855,250,261,3,31,188,165,149,87
856,customer-856,206,288,95,197,65,242,112,206
857,customer-857,137,215,181,136,209,197,39,32
858,customer-858,113,134,182,13,195,162,53,58
859,customer-859,77,134,162,199,169,27,232,180
860,customer-860,258,315,130,185,18,143,200,4
861,customer-861,199,216,160,3,160,267,74,88
862,customer-862,23,23,162,151,62,155,199,181
863,customer-863,80,150,97,153,134,64,185,235
864,customer-864,197,210,180,158,164,106,156,186
865,customer-865,188,224,183,83,209,125,129,117
866,customer-866,71,124,103,107,41,162,185,174
867,customer-867,95,179,52,129,200,81,89,86
868,customer-868,100,150,12,211,184,192,170,169
869,customer-869,209,277,12,31,76,131,54,27
870,customer-870,125,144,133,72,253,101,116,50
871,customer-871,103,145,37,206,213,91,203,194
872,customer-872,48,91,2,70,193,128,103,191
873,customer-873,203,223,210,170,163,17,53,202
874,customer-874,5,56,184,165,64,181,152,200
875,customer-875,181,210,199,202,25,171,168,131
876,customer-876,30,50,199,67,108,111,114,126
877,customer-877,50,69,145,54,187,117,166,205
878,customer-878,32,100,59,216,155,103,104,149
879,customer-879,192,222,70,211,70,162,116,90
880,customer-880,177,203,167,61,210,32,143,42
881,customer-881,118,128,39,175,190,198,162,81
882,customer-882,136,188,58,114,19,62,151,158
883,customer-883,157,167,76,32,101,33,40,73
884,customer-884,77,88,199,39,159,119,219,135
885,customer-885,43,48,193,64,169,195,170,195
886,customer-886,167,167,77,67,257,47,129,101
887,customer-887,133,194,52,134,44,23,98,229
888,customer-888,91,181,196,103,136,123,95,221
889,customer-889,159,191,85,151,157,204,22,94
890,customer-890,61,78,65,66,99,41,160,206
891,customer-891,36,119,42,214,156,212,122,103
892,customer-892,55,140,75,175,181,49,69,157
893,customer-893,105,185,184,151,135,83,203,30
894,customer-894,132,175,238,97,157,67,95,139
895,customer-895,61,104,209,201,52,166,72,79
896,customer-896,176,262,87,141,123,171,108,154
897,customer-897,68,113,62,25,80,142,30,238
898,customer-898,131,184,139,79,40,171,189,7
899,customer-899,211,217,108,161,68,89,122,98
900,customer-900,259,288,10,9,157,152,198,117
901,customer-901,90,161,67,156,210,45,107,70
902,customer-902,67,102,185,144,78,65,110,61
903,customer-903,81,135,123,110,91,89,147,54
904,customer-904,211,300,188,134,130,152,200,14
905,customer-905,18,32,145,190,214,174,168,105
906,customer-906,91,127,103,229,154,94,112,120
907,customer-907,56,63,78,7,75,41,73,113
908,customer-908,152,183,188,145,207,195,89,103
909,customer-909,44,117,228,148,183,63,66,53
910,customer-910,261,275,71,71,147,96,195,95
911,customer-911,49,62,93,199,200,208,141,143
912,customer-912,69,88,109,141,192,26,178,89
913,customer-913,276,302,30,186,138,140,100,44
914,customer-914,195,244,72,167,232,194,35,80
915,customer-915,275,328,150,126,52,207,108,51
916,customer-916,165,222,166,184,66,93,144,118
917,customer-917,141,144,68,59,52,12,101,169
918,customer-918,111,153,233,83,71,33,142,190
919,customer-919,188,213,138,163,146,76,156,93
920,customer-920,85,102,53,98,148,7,165,148
921,customer-921,175,178,121,136,182,51,212,79
922,customer-922,108,145,135,124,123,115,139,161
923,customer-923,186,227,78,145,30,64,194,118
924,customer-924,69,112,193,175,169,107,135,141
925,customer-925,224,296,48,178,116,101,51,23
926,customer-926,161,258,127,76,41,73,118,166
927,customer-927,123,215,43,158,185,38,87,161
928,customer-928,79,132,152,133,235,167,165,19
929,customer-929,96,97,142,196,202,9,221,111
930,customer-930,240,298,55,87,132,248,28,189
931,customer-931,57,138,93,133,88,91,180,101
932,customer-932,168,190,31,212,30,34,163,231
933,customer-933,167,235,182,155,135,153,123,57
934,customer-934,20,34,231,217,185,104,118,89
935,customer-935,120,210,162,210,179,144,96,144
936,customer-936,197,228,111,65,146,1,176,109
937,customer-937,148,175,183,97,153,63,96,24
938,customer-938,193,242,118,175,48,73,165,29
939,customer-939,63,123,220,199,160,47,34,70
940,customer-940,69,115,54,85,206,224,54,69
941,customer-941,151,206,100,100,164,152,172,91
942,customer-942,176,227,62,175,65,140,171,15
943,customer-943,156,221,71,92,69,123,214,27
944,customer-944,213,259,99,127,103,67,223,194
945,customer-945,68,108,74,64,68,124,155,109
946,customer-946,102,102,154,148,220,99,190,148
947,customer-947,108,122,67,201,157,214,97,66
948,customer-948,190,227,176,147,167,209,29,72
949,customer-949,138,222,206,45,19,123,99,142
950,customer-950,146,148,117,46,116,108,145,50
951,customer-951,67,152,54,124,57,98,72,133
952,customer-952,57,85,158,44,116,64,244,178
953,customer-953,83,102,214,86,165,57,175,111
954,customer-954,190,245,51,196,162,47,26,136
955,customer-955,236,287,50,110,198,191,26,13
956,customer-956,58,80,153,136,91,64,20,115
957,customer-957,135,160,72,148,47,82,32,105
958,customer-958,65,144,172,192,68,128,86,176
959,customer-959,132,199,88,70,77,188,196,147
960,customer-960,121,146,198,65,149,278,94,154
961,customer-961,40,49,137,215,193,26,101,51
962,customer-962,144,231,75,159,93,58,66,49
963,customer-963,198,219,76,218,94,63,207,88
964,customer-964,56,77,7,113,156,64,39,137
965,customer-965,98,156,40,155,80,97,216,192
966,customer-966,229,257,80,220,92,198,241,61
967,customer-967,141,206,157,181,91,103,146,42
968,customer-968,54,100,146,114,85,77,38,72
969,customer-969,221,296,90,175,120,219,146,95
970,customer-970,209,240,25,42,190,197,180,38
971,customer-971,102,131,123,51,158,178,31,58
972,customer-972,41,61,137,48,191,170,19,85
973,customer-973,170,206,186,35,187,148,45,14
974,customer-974,164,197,61,162,43,176,201,67
975,customer-975,145,185,102,104,256,187,42,161
976,customer-976,95,109,146,44,96,141,66,115
977,customer-977,213,303,107,89,143,166,89,196
978,customer-978,41,63,200,158,230,185,88,117
979,customer-979,180,202,268,171,156,112,168,222
980,customer-980,186,274,135,223,97,82,196,228
981,customer-981,153,221,199,136,141,74,41,190
982,customer-982,193,239,175,117,142,195,247,204
983,customer-983,238,273,248,66,29,70,138,90
984,customer-984,233,251,134,178,198,216,136,72
985,customer-985,208,293,165,22,242,207,113,208
986,customer-986,67,105,130,190,261,182,196,260
987,customer-987,85,136,66,128,51,136,189,114
988,customer-988,80,168,89,124,119,75,218,194
989,customer-989,64,84,65,61,138,114,132,28
990,customer-990,131,155,114,56,34,196,104,193
991,customer-991,23,55,68,226,83,189,262,57
992,customer-992,97,183,158,27,198,135,59,147
993,customer-993,141,196,220,184,84,125,38,146
994,customer-994,137,154,149,79,163,31,189,74
995,customer-995,211,216,193,11,148,69,118,106
996,customer-996,96,177,86,206,144,179,138,119
997,customer-997,257,283,147,155,131,85,14,162
998,customer-998,42,93,243,187,192,103,152,89
999,customer-999,21,57,99,107,42,181,230,186
1000,customer-1000,46,72,104,13,150,124,138,97
1001,customer-1001,140,169,83,180,131,28,200,75
1002,customer-1002,51,79,163,60,202,182,67,62
1003,customer-1003,213,309,192,73,158,25,129,20
1004,customer-1004,146,237,64,189,159,72,112,71
1005,customer-1005,176,187,51,133,20,154,57,219
1006,customer-1006,87,123,199,226,152,159,262,158
1007,customer-1007,238,255,202,231,159,103,160,134
1008,customer-1008,50,106,182,110,126,142,146,47
1009,customer-1009,170,231,40,108,103,103,61,65
1010,customer-1010,160,233,182,171,88,101,77,121
1011,customer-1011,85,103,211,169,183,33,63,170
1012,customer-1012,85,152,179,189,150,152,155,205
1013,customer-1013,137,165,137,131,104,121,54,41
1014,customer-1014,120,134,205,99,231,174,24,47
1015,customer-1015,7,28,127,18,112,221,192,218
1016,customer-1016,14,29,23,118,234,108,161,120
1017,customer-1017,194,206,53,152,113,144,168,75
1018,customer-1018,130,167,28,190,81,87,43,119
1019,customer-1019,92,174,166,221,161,134,101,56
1020,customer-1020,180,186,113,195,110,14,75,187
1021,customer-1021,177,197,80,179,129,200,227,171
1022,customer-1022,199,250,96,180,48,98,69,167
1023,customer-1023,189,259,137,167,163,44,119,144
1024,customer-1024,116,137,27,98,214,152,196,200
1025,customer-1025,68,103,75,204,181,178,176,9
1026,customer-1026,70,131,115,233,183,217,34,199
1027,customer-1027,146,156,172,178,203,154,62,81
1028,customer-1028,18,35,110,219,8,86,82,65
1029,customer-1029,66,120,138,26,129,158,11,219
1030,customer-1030,119,199,49,33,193,193,121,205
1031,customer-1031,230,280,18,165,140,159,145,83
1032,customer-1032,32,79,124,86,87,175,38,54
1033,customer-1033,39,113,90,152,94,97,157,52
1034,customer-1034,153,185,176,35,197,126,283,94
1035,customer-1035,123,136,64,131,80,208,8,261
1036,customer-1036,177,250,181,143,137,59,9,115
1037,customer-1037,80,115,107,148,141,145,100,181
1038,customer-1038,125,196,45,77,192,85,107,131
1039,customer-1039,88,90,54,211,128,131,24,92
1040,customer-1040,37,122,140,112,223,160,126,25
1041,customer-1041,153,243,98,191,46,160,66,194
1042,customer-1042,253,295,223,1,215,208,139,222
1043,customer-1043,197,220,113,110,70,161,215,162
1044,customer-1044,198,226,101,140,61,179,195,50
1045,customer-1045,217,309,122,52,204,202,48,176
1046,customer-1046,143,158,14,150,112,25,117,62
1047,customer-1047,135,150,127,144,66,80,71,123
1048,customer-1048,102,149,58,102,177,15,131,168
1049,customer-1049,107,132,141,154,226,31,158,121
1050,customer-1050,57,138,79,43,110,138,97,170
1051,customer-1051,93,129,89,193,108,160,211,175
1052,customer-1052,156,227,174,222,161,203,169,166
1053,customer-1053,130,211,179,192,157,210,75,237
1054,customer-1054,94,147,104,164,35,160,87,163
1055,customer-1055,64,128,143,81,171,83,141,66
1056,customer-1056,29,116,85,49,165,172,175,73
1057,customer-1057,190,246,35,134,203,154,164,89
1058,customer-1058,79,128,50,192,187,127,232,202
1059,customer-1059,192,258,46,165,145,181,119,185
1060,customer-1060,63,151,98,151,59,36,194,185
1061,customer-1061,79,86,114,62,126,161,135,219
1062,customer-1062,130,219,64,85,185,71,64,70
1063,customer-1063,203,234,100,170,183,22,151,176
1064,customer-1064,178,180,201,124,141,70,144,273
1065,customer-1065,203,292,34,140,99,183,62,50
1066,customer-1066,54,83,98,150,178,224,130,155
1067,customer-1067,177,209,179,110,139,112,122,112
1068,customer-1068,85,161,114,15,154,154,183,160
1069,customer-1069,61,133,167,147,130,197,169,170
1070,customer-1070,244,330,84,81,201,172,74,241
1071,customer-1071,78,144,78,219,94,49,151,193
1072,customer-1072,141,215,103,136,196,63,61,143
1073,customer-1073,13,48,187,217,128,46,153,194
1074,customer-1074,152,164,246,192,200,212,167,152
1075,customer-1075,93,184,132,228,64,98,197,191
1076,customer-1076,222,257,159,41,171,166,151,220
1077,customer-1077,26,34,178,155,105,180,179,142
1078,customer-1078,55,94,37,127,185,132,177,86
1079,customer-1079,229,265,83,135,55,100,179,143
1080,customer-1080,229,269,217,59,156,229,160,188
1081,customer-1081,31,116,143,229,151,7,199,71
1082,customer-1082,141,159,192,61,196,70,114,85
1083,customer-1083,155,246,51,1,187,128,13,86
1084,customer-1084,77,91,163,167,164,199,207,168
1085,customer-1085,113,164,105,16,132,212,188,170
1086,customer-1086,83,113,57,31,51,148,44,162
1087,customer-1087,96,104,154,199,161,196,138,195
1088,customer-1088,145,191,91,30,121,199,203,207
1089,customer-1089,192,245,16,67,181,27,144,211
1090,customer-1090,146,220,203,228,51,219,19,96
1091,customer-1091,125,210,206,96,238,177,108,103
1092,customer-1092,46,111,132,29,148,116,172,75
1093,customer-1093,94,98,28,203,7,164,83,212
1094,customer-1094,157,188,186,52,247,109,115,89
1095,customer-1095,207,287,67,194,120,124,17,146
1096,customer-1096,160,231,86,194,147,56,186,33
1097,customer-1097,113,131,196,20,24,174,86,72
1098,customer-1098,84,96,221,43,235,140,169,57
1099,customer-1099,82,112,63,52,226,90,138,190
1100,customer-1100,48,123,215,162,151,219,186,192
1101,customer-1101,112,197,52,46,148,238,28,119
1102,customer-1102,218,284,18,47,69,187,88,41
1103,customer-1103,153,164,32,206,213,166,127,231
1104,customer-1104,164,165,102,217,168,268,38,81
1105,customer-1105,106,114,131,97,78,127,48,30
1106,customer-1106,117,176,243,81,42,173,213,7
1107,customer-1107,171,257,132,82,212,13,105,40
1108,customer-1108,140,179,121,17,68,224,98,167
1109,customer-1109,143,160,113,224,183,87,87,222
1110,customer-1110,182,238,107,156,143,36,129,186
1111,customer-1111,124,150,40,48,249,248,111,133
1112,customer-1112,241,331,240,104,18,66,29,138
1113,customer-1113,132,159,100,93,73,145,220,189
1114,customer-1114,219,302,226,111,71,172,206,157
1115,customer-1115,186,255,219,82,102,210,223,227
1116,customer-1116,161,182,236,89,91,170,60,170
1117,customer-1117,43,114,140,104,114,19,109,251
1118,customer-1118,94,155,47,50,116,137,96,125
1119,customer-1119,174,238,156,116,155,21,193,70
1120,customer-1120,140,203,227,79,4,58,39,102
1121,customer-1121,216,234,112,202,146,171,190,112
1122,customer-1122,88,165,142,99,53,4,47,159
1123,customer-1123,263,328,19,68,134,70,196,14
1124,customer-1124,188,286,147,210,210,75,91,33
1125,customer-1125,154,208,212,169,255,102,106,136
1126,customer-1126,35,73,189,200,181,109,113,109
1127,customer-1127,214,259,174,110,233,118,171,161
1128,customer-1128,191,233,79,223,140,90,191,185
1129,customer-1129,200,232,115,47,174,123,169,126
1130,customer-1130,184,190,124,131,113,95,213,56
1131,customer-1131,58,75,92,55,95,21,225,68
1132,customer-1132,143,161,192,182,214,110,168,187
1133,customer-1133,106,152,139,190,89,183,177,243
1134,customer-1134,8,65,48,243,41,243,147,263
1135,customer-1135,180,272,200,92,145,142,125,225
1136,customer-1136,151,202,109,97,167,77,124,54
1137,customer-1137,237,295,37,120,81,269,61,162
1138,customer-1138,87,97,126,40,23,174,207,34
1139,customer-1139,98,128,93,79,153,181,35,142
1140,customer-1140,50,130,252,95,155,229,137,171
1141,customer-1141,154,241,49,55,8,184,139,43
1142,customer-1142,187,256,11,176,190,190,50,174
1143,customer-1143,61,136,147,148,235,108,130,198
1144,customer-1144,107,175,222,190,47,71,176,94
1145,customer-1145,21,107,127,110,215,192,120,95
1146,customer-1146,98,163,163,189,181,201,150,144
1147,customer-1147,166,214,176,112,164,82,62,74
1148,customer-1148,212,263,83,102,135,154,61,5
1149,customer-1149,58,88,175,76,90,112,155,211
1150,customer-1150,123,179,130,47,151,148,88,194
1151,customer-1151,195,219,106,214,179,112,25,162
1152,customer-1152,104,143,55,138,176,191,95,167
1153,customer-1153,209,209,263,230,76,97,97,91
1154,customer-1154,106,178,37,109,190,29,91,205
1155,customer-1155,51,117,57,239,98,205,156,194
1156,customer-1156,59,105,126,64,256,203,113,124
1157,customer-1157,113,168,206,61,32,133,165,145
1158,customer-1158,123,210,10,205,130,112,194,175
1159,customer-1159,54,87,78,37,84,163,43,96
1160,customer-1160,64,155,100,103,153,205,179,194
1161,customer-1161,96,165,148,183,208,175,104,42
1162,customer-1162,24,68,83,164,88,176,258,195
1163,customer-1163,183,186,212,71,130,78,159,134
1164,customer-1164,29,58,208,60,101,58,219,69
1165,customer-1165,148,220,78,232,138,190,114,98
1166,customer-1166,76,126,180,98,183,191,112,65
1167,customer-1167,31,73,76,89,104,141,226,153
1168,customer-1168,65,66,118,207,46,266,175,188
1169,customer-1169,70,97,151,96,89,149,132,35
1170,customer-1170,113,201,128,24,89,145,38,195
1171,customer-1171,148,149,59,181,143,39,191,101
1172,customer-1172,113,142,114,83,129,89,212,138
1173,customer-1173,56,120,190,64,70,186,89,207
1174,customer-1174,30,111,142,203,255,221,201,77
1175,customer-1175,119,197,151,201,86,120,83,142
1176,customer-1176,222,287,7,96,187,80,95,98
1177,customer-1177,115,163,25,188,158,38,64,106
1178,customer-1178,77,93,220,96,124,42,56,185
1179,customer-1179,121,160,116,242,177,77,75,40
1180,customer-1180,112,123,117,144,21,198,95,90
1181,customer-1181,135,204,39,116,57,198,191,51
1182,customer-1182,22,30,267,170,110,225,42,69
1183,customer-1183,175,209,120,110,70,103,219,90
1184,customer-1184,102,192,175,205,25,131,174,107
1185,customer-1185,170,231,232,45,119,97,134,175
1186,customer-1186,107,193,65,158,84,80,160,89
1187,customer-1187,133,225,108,114,25,75,253,102
1188,customer-1188,134,146,160,103,168,147,235,226
1189,customer-1189,120,182,93,38,113,172,179,169
1190,customer-1190,46,88,112,84,190,64,116,82
1191,customer-1191,115,128,72,99,134,142,192,32
1192,customer-1192,133,157,227,30,94,107,88,96
1193,customer-1193,135,176,163,70,126,53,116,104
