id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
633,product-633,63,130,164,111,151,55,98,118
634,product-634,184,248,167,99,113,94,95,14
635,product-635,96,121,161,190,207,28,111,190
636,product-636,56,120,279,24,142,52,84,141
637,product-637,93,153,103,112,67,201,36,87
638,product-638,135,218,185,159,125,40,7,93
639,product-639,101,175,21,136,141,11,110,121
640,product-640,14,29,146,138,187,228,163,12
641,product-641,116,207,176,131,143,110,40,155
642,product-642,59,119,220,65,166,180,186,183
643,product-643,27,104,125,141,81,154,89,156
644,product-644,106,118,114,134,187,181,182,212
645,product-645,173,197,96,217,203,196,197,175
646,product-646,17,22,96,50,86,255,89,94
647,product-647,116,188,139,67,38,196,59,218
648,product-648,129,168,186,34,19,78,200,156
649,product-649,60,109,188,139,119,39,181,107
650,product-650,29,117,145,35,66,79,45,61
651,product-651,80,82,169,50,194,40,29,41
652,product-652,102,168,13,142,159,158,56,89
653,product-653,86,129,167,29,59,190,160,92
654,product-654,77,133,99,259,64,118,117,191
655,product-655,164,199,150,189,135,248,87,81
656,product-656,53,58,185,110,143,156,206,149
657,product-657,72,109,144,55,46,162,80,120
658,product-658,130,204,36,119,260,208,59,56
659,product-659,155,233,173,45,153,52,53,118
660,product-660,221,257,35,137,118,37,198,170
661,product-661,119,137,89,114,133,106,162,120
662,product-662,158,162,129,148,47,127,175,26
663,product-663,185,186,45,136,133,4,186,10
664,product-664,197,226,136,168,67,95,47,109
665,product-665,173,233,64,95,93,210,66,110
666,product-666,19,96,139,255,241,122,241,6
667,product-667,190,250,203,54,78,131,199,137
668,product-668,78,109,189,226,90,69,277,205
669,product-669,35,123,142,12,204,76,200,126
670,product-670,109,187,285,64,187,56,207,155
671,product-671,82,103,174,130,42,83,48,63
672,product-672,8,52,211,122,225,52,174,60
673,product-673,223,306,175,248,18,42,89,105
674,product-674,24,116,129,219,160,163,37,174
675,product-675,198,202,29,19,120,175,60,164
676,product-676,166,200,67,6,179,160,96,96
677,product-677,195,270,171,190,67,171,154,38
678,product-678,94,128,137,213,24,182,222,31
679,product-679,199,211,148,196,181,241,90,86
680,product-680,206,277,77,134,60,197,163,142
681,product-681,85,177,119,141,125,107,64,142
682,product-682,66,111,74,92,41,194,228,90
683,product-683,81,140,256,207,90,7,158,217
684,product-684,105,188,196,58,96,50,218,91
685,product-685,73,135,181,137,117,65,117,235
686,product-686,114,206,182,72,17,206,133,68
687,product-687,125,137,65,108,68,103,195,114
688,product-688,28,80,121,122,105,128,122,92
689,product-689,117,202,91,37,73,156,38,107
690,product-690,57,92,177,27,287,104,17,190
691,product-691,121,161,180,34,144,207,158,107
692,product-692,79,130,22,95,70,191,48,188
693,product-693,51,115,179,165,198,111,39,168
694,product-694,44,128,198,111,79,98,186,33
695,product-695,52,131,199,99,34,87,160,175
696,product-696,59,120,37,18,219,30,90,131
697,product-697,125,160,104,157,93,117,91,161
698,product-698,146,154,30,187,144,176,117,186
699,product-699,14,36,96,159,177,125,194,180
700,product-700,93,171,28,54,137,177,186,184
701,product-701,62,87,187,208,134,48,79,13
702,product-702,55,58,84,101,99,194,206,172
703,product-703,122,162,261,71,233,164,75,113
704,product-704,226,278,129,110,50,223,22,75
705,product-705,113,189,164,57,244,126,39,80
706,product-706,113,183,150,223,149,69,5,216
707,product-707,20,107,43,207,275,111,136,234
708,product-708,118,167,132,185,82,207,112,195
709,product-709,144,163,90,157,212,21,188,68
710,product-710,106,153,214,171,201,75,89,143
711,product-711,4,16,97,185,29,185,61,111
712,product-712,119,167,128,117,68,76,75,80
713,product-713,19,37,207,10,178,76,105,66
714,product-714,282,348,117,108,108,131,30,17
715,product-715,193,212,176,115,81,29,58,86
716,product-716,26,103,166,208,50,10,215,185
717,product-717,89,157,141,170,200,100,80,152
718,product-718,95,190,24,98,84,30,38,177
719,product-719,96,175,59,40,85,133,3,105
720,product-720,169,197,128,159,22,51,30,116
721,product-721,127,210,104,213,225,188,131,47
722,product-722,166,240,51,149,192,31,202,65
723,product-723,78,166,221,62,55,128,200,29
724,product-724,145,230,159,54,58,68,149,81
725,product-725,192,275,43,172,72,6,29,206
726,product-726,89,140,135,83,29,130,86,90
727,product-727,146,151,128,216,113,186,111,18
728,product-728,96,178,159,241,129,248,26,107
729,product-729,171,264,230,181,84,18,95,196
730,product-730,163,213,58,194,40,193,142,189
731,product-731,140,196,131,45,205,103,218,125
732,product-732,60,122,167,17,58,144,32,97
733,product-733,146,228,112,16,53,222,180,62
734,product-734,105,107,97,134,9,51,8,143
735,product-735,161,177,160,110,127,163,103,114
736,product-736,159,215,64,211,54,30,123,76
737,product-737,45,54,101,110,134,182,141,156
738,product-738,247,317,155,153,104,219,242,172
739,product-739,140,182,44,162,89,120,39,171
740,product-740,11,105,6,199,37,21,210,112
741,product-741,121,216,40,203,227,171,189,76
742,product-742,175,227,227,203,144,8,85,201
743,product-743,198,288,95,22,185,167,93,75
744,product-744,78,81,153,101,132,35,66,41
745,product-745,48,73,74,150,133,82,9,50
746,product-746,131,156,17,188,239,75,214,168
747,product-747,126,181,177,76,95,17,126,19
748,product-748,193,265,147,124,161,192,65,151
749,product-749,180,188,68,149,94,197,54,135
750,product-750,38,128,223,77,52,48,47,45
751,product-751,202,232,78,180,82,165,144,56
752,product-752,87,100,16,159,90,22,114,118
753,product-753,117,206,235,91,71,47,96,130
754,product-754,131,137,147,34,92,43,136,75
755,product-755,239,271,89,19,248,152,110,150
756,product-756,258,283,194,91,49,55,51,131
757,product-757,85,154,183,132,71,80,68,114
758,product-758,37,43,108,29,100,164,43,135
759,product-759,187,240,102,37,65,51,191,192
760,product-760,136,224,168,86,139,111,200,185
761,product-761,211,260,56,8,181,140,177,237
762,product-762,49,128,35,169,157,130,23,39
763,product-763,114,116,37,195,224,181,103,184
764,product-764,170,173,76,79,194,172,72,79
765,product-765,175,241,89,202,142,40,128,121
766,product-766,157,189,124,132,4,177,31,227
767,product-767,204,268,136,123,111,147,126,171
768,product-768,52,145,117,84,62,54,76,153
769,product-769,130,167,69,194,214,219,72,100
770,product-770,123,134,63,74,203,29,37,48
771,product-771,52,131,226,141,226,262,160,84
772,product-772,7,94,163,130,79,106,151,68
773,product-773,20,89,195,172,286,211,9,74
774,product-774,100,103,216,178,20,187,216,89
775,product-775,109,116,103,53,90,233,176,18
776,product-776,126,188,203,146,54,133,196,100
777,product-777,38,97,85,233,72,58,167,106
778,product-778,137,145,16,43,154,15,171,199
779,product-779,71,144,209,218,118,12,105,100
780,product-780,178,249,97,158,148,206,132,114
781,product-781,146,240,104,58,124,138,120,200
782,product-782,78,154,159,122,76,139,182,216
783,product-783,38,84,108,36,225,95,105,202
784,product-784,189,237,142,6,59,192,143,169
785,product-785,68,128,58,165,172,197,27,155
786,product-786,155,156,179,45,37,131,79,143
787,product-787,157,232,197,22,41,71,56,37
788,product-788,33,87,168,92,178,202,120,166
789,product-789,77,142,96,237,102,239,59,139
790,product-790,91,95,150,113,99,34,101,139
791,product-791,112,155,28,81,53,70,181,241
792,product-792,80,104,64,125,104,142,111,159
793,product-793,242,295,134,125,52,45,96,57
794,product-794,192,269,113,156,125,226,68,21
795,product-795,112,202,194,200,85,211,165,116
796,product-796,106,107,121,98,72,126,73,180
797,product-797,29,87,29,56,84,92,90,177
798,product-798,82,94,157,62,57,37,55,140
799,product-799,24,82,135,171,27,200,189,34
800,product-800,57,125,24,50,213,150,214,98
801,product-801,136,148,120,201,89,101,99,206
802,product-802,101,115,92,164,155,148,17,115
803,product-803,223,280,33,184,192,195,82,199
804,product-804,212,212,135,194,109,173,186,54
805,product-805,45,138,111,205,51,103,147,210
806,product-806,151,242,132,203,143,128,212,144
807,product-807,79,164,185,148,214,150,143,173
808,product-808,131,196,161,206,146,76,172,201
809,product-809,33,36,250,75,164,105,159,141
810,product-810,87,170,203,100,185,200,207,45
811,product-811,21,117,58,86,81,200,223,39
812,product-812,52,127,140,22,131,214,21,164
813,product-813,198,211,105,108,155,68,147,99
814,product-814,132,157,132,60,135,166,21,114
815,product-815,81,89,129,151,192,207,162,95
816,product-816,213,223,63,201,209,172,128,62
817,product-817,70,163,168,105,105,196,212,199
818,product-818,3,60,206,102,204,28,254,94
819,product-819,197,227,29,39,220,173,176,45
820,product-820,58,145,175,199,33,56,252,143
821,product-821,163,176,132,209,134,46,67,191
822,product-822,55,73,106,5,97,39,212,168
823,product-823,103,195,49,181,157,64,73,75
824,product-824,180,251,24,192,40,26,115,126
825,product-825,54,108,148,66,232,227,146,46
826,product-826,174,208,150,56,148,154,189,91
827,product-827,98,171,225,122,129,155,121,75
828,product-828,215,276,1,59,57,92,103,90
829,product-829,46,97,79,211,223,104,45,126
830,product-830,31,114,213,113,53,175,207,133
831,product-831,136,160,168,200,195,93,234,159
832,product-832,184,207,208,121,92,204,127,2
833,product-833,44,136,108,156,25,197,121,81
834,product-834,218,278,180,206,177,206,83,37
835,product-835,82,162,52,18,113,188,26,52
836,product-836,204,283,226,127,179,80,31,35
837,product-837,144,145,202,131,134,145,153,163
838,product-838,156,174,41,95,166,62,20,29
839,product-839,245,285,60,65,107,143,165,190
840,product-840,74,147,107,187,38,74,55,217
841,product-841,8,74,118,111,128,130,155,69
842,product-842,94,108,34,13,136,186,87,158
843,product-843,220,242,127,38,160,119,201,24
844,product-844,17,36,227,159,107,138,121,20
845,product-845,163,253,275,149,224,82,28,90
846,product-846,139,164,1,81,87,96,25,38
847,product-847,105,117,188,177,135,198,222,57
848,product-848,54,138,255,33,110,205,155,90
849,product-849,128,185,209,135,64,84,110,154
850,product-850,117,177,57,202,58,56,193,170
851,product-851,118,182,238,86,47,125,96,138
852,product-852,174,261,177,124,15,0,154,56
853,product-853,215,276,39,69,87,112,62,152
854,product-854,83,110,28,107,93,63,27,26
855,product-855,152,166,36,92,80,55,131,128
856,product-856,41,71,200,190,231,22,152,171
857,product-857,140,164,191,58,106,176,150,230
858,product-858,90,132,99,258,235,207,65,121
859,product-859,200,286,90,57,109,52,177,255
860,product-860,163,164,47,130,177,114,107,109
861,product-861,63,89,187,182,146,186,162,126
862,product-862,246,332,49,149,80,56,204,66
863,product-863,186,248,108,158,41,176,223,40
864,product-864,114,197,65,185,255,50,142,95
865,product-865,205,245,217,41,152,52,196,37
866,product-866,144,174,171,30,178,243,183,193
867,product-867,157,182,131,91,147,118,229,122
868,product-868,141,147,82,204,26,216,101,152
869,product-869,239,263,250,71,105,12,173,89
870,product-870,75,163,77,21,26,74,109,78
871,product-871,28,30,70,66,157,68,154,109
872,product-872,52,131,105,211,89,41,168,35
873,product-873,128,160,137,82,183,103,67,59
874,product-874,131,188,152,224,112,222,87,117
875,product-875,171,189,106,122,41,63,179,19
876,product-876,168,242,172,183,30,12,200,57
877,product-877,165,218,145,21,51,218,18,118
878,product-878,131,224,111,39,98,132,34,49
879,product-879,95,176,152,113,91,73,163,60
880,product-880,131,215,151,186,37,92,50,148
881,product-881,108,115,161,102,189,152,83,142
882,product-882,141,147,222,192,91,166,101,123
883,product-883,46,141,66,180,70,159,150,77
884,product-884,207,237,124,13,37,206,246,104
885,product-885,98,129,95,112,147,177,45,231
886,product-886,104,165,64,130,163,198,116,137
887,product-887,1,7,132,194,105,33,73,169
888,product-888,66,137,157,26,74,83,53,97
889,product-889,58,70,55,90,86,186,191,32
890,product-890,89,175,86,211,161,6,175,88
891,product-891,88,166,88,190,88,59,201,11
892,product-892,93,131,197,79,69,68,202,161
893,product-893,71,79,241,35,3,124,109,71
894,product-894,179,246,189,99,68,66,74,102
895,product-895,47,63,98,68,147,40,11,140
896,product-896,230,268,29,176,198,190,49,58
897,product-897,245,326,187,109,111,43,172,76
898,product-898,28,34,72,160,71,223,140,202
899,product-899,124,197,200,124,112,82,169,83
900,product-900,60,142,187,211,97,199,99,164
901,product-901,147,151,207,107,236,111,66,162
902,product-902,182,273,89,199,183,136,187,74
903,product-903,136,221,151,168,50,125,221,83
904,product-904,39,78,58,157,42,176,98,189
905,product-905,43,126,172,103,184,191,102,185
906,product-906,158,234,164,159,120,193,203,50
907,product-907,116,202,38,114,190,200,175,191
908,product-908,34,102,248,268,110,139,115,126
909,product-909,156,239,120,66,91,177,197,141
910,product-910,92,181,35,85,110,150,127,154
911,product-911,179,248,72,78,171,13,117,22
912,product-912,186,278,149,159,46,138,85,90
913,product-913,63,99,155,51,102,131,149,30
914,product-914,39,43,125,143,185,156,112,22
915,product-915,71,151,184,80,202,24,176,198
916,product-916,156,218,97,70,199,122,187,194
917,product-917,178,266,197,84,36,201,191,106
918,product-918,21,67,185,164,100,44,94,62
919,product-919,183,244,183,190,77,83,57,150
920,product-920,6,81,162,201,56,30,81,168
921,product-921,219,249,165,106,64,196,35,53
922,product-922,215,285,251,181,62,210,111,206
923,product-923,67,159,220,120,153,15,242,205
924,product-924,51,112,115,231,108,142,66,198
925,product-925,244,253,199,28,218,49,193,133
926,product-926,99,108,40,61,181,176,117,184
927,product-927,189,231,192,107,59,116,23,150
928,product-928,13,99,86,12,121,150,58,81
929,product-929,61,91,59,69,65,119,189,115
930,product-930,65,99,14,100,29,125,96,120
931,product-931,197,249,202,60,188,137,95,203
932,product-932,33,109,218,198,67,137,168,211
933,product-933,139,202,49,157,127,61,183,68
934,product-934,212,249,232,195,137,68,58,107
935,product-935,128,150,154,39,160,188,54,240
936,product-936,150,180,123,48,35,89,46,112
937,product-937,162,170,139,273,113,102,47,91
938,product-938,242,328,15,186,115,126,176,13
939,product-939,40,110,105,173,105,79,85,242
940,product-940,235,315,131,195,44,141,138,49
941,product-941,176,179,5,45,40,114,211,69
942,product-942,83,119,25,235,82,186,169,111
943,product-943,126,175,132,185,240,105,103,143
944,product-944,77,158,174,265,275,142,158,9
945,product-945,102,197,153,121,170,157,51,73
946,product-946,238,295,201,211,93,66,143,235
947,product-947,122,126,228,98,80,37,49,171
948,product-948,181,183,158,172,71,178,156,132
949,product-949,233,324,31,195,76,215,160,153
950,product-950,137,232,194,168,76,37,215,175
951,product-951,98,115,214,208,62,46,28,157
952,product-952,157,225,174,101,90,132,98,213
953,product-953,115,183,217,16,151,184,201,142
954,product-954,164,244,88,145,82,226,30,69
955,product-955,126,169,198,212,95,167,117,196
956,product-956,134,179,27,69,149,150,202,53
957,product-957,57,139,138,181,60,210,53,62
958,product-958,43,67,124,157,111,38,176,59
959,product-959,22,51,185,24,37,137,143,61
960,product-960,132,200,106,164,145,107,38,186
961,product-961,76,156,156,194,127,10,184,196
962,product-962,156,172,56,31,11,153,226,50
963,product-963,76,141,177,38,195,97,198,54
964,product-964,222,251,200,93,34,150,95,196
965,product-965,123,137,149,127,122,38,134,145
966,product-966,34,97,105,111,46,13,179,208
967,product-967,62,63,145,179,105,158,104,6
968,product-968,40,116,140,49,120,148,209,193
969,product-969,112,181,190,170,215,137,160,196
970,product-970,84,121,137,160,87,54,118,73
971,product-971,130,172,27,175,78,104,196,112
972,product-972,162,225,130,169,86,64,164,82
973,product-973,123,202,48,79,34,100,117,180
974,product-974,111,139,129,28,168,70,177,143
975,product-975,89,132,203,251,65,113,145,181
976,product-976,43,123,186,35,51,146,170,90
977,product-977,111,179,170,89,67,181,219,10
978,product-978,249,252,49,73,2,35,54,22
979,product-979,78,137,59,207,118,86,93,182
980,product-980,78,159,16,186,127,90,196,133
981,product-981,215,244,184,90,67,63,210,71
982,product-982,76,167,81,243,238,33,142,71
983,product-983,209,259,166,74,188,105,111,149
984,product-984,218,279,166,177,48,201,162,189
985,product-985,181,242,161,286,60,141,77,131
986,product-986,192,286,159,58,11,275,124,80
987,product-987,142,193,91,91,29,153,84,21
988,product-988,85,167,199,118,91,127,93,39
989,product-989,124,188,189,164,189,164,30,160
990,product-990,197,251,159,54,43,245,46,121
991,product-991,28,52,167,99,35,86,140,91
992,product-992,124,182,122,132,163,138,149,199
993,product-993,96,114,25,222,208,174,108,136
994,product-994,162,249,126,27,195,46,109,103
995,product-995,174,196,15,114,134,171,126,167
996,product-996,167,184,115,225,210,115,79,118
997,product-997,85,101,38,159,160,200,123,69
998,product-998,104,163,27,191,219,34,190,142
999,product-999,63,78,194,223,164,202,215,208
1000,product-1000,165,236,124,200,129,71,132,227
1001,product-1001,205,289,119,177,158,146,96,135
1002,product-1002,121,175,53,27,136,74,136,213
1003,product-1003,76,122,108,93,121,103,208,104
1004,product-1004,163,238,164,227,40,240,174,80
1005,product-1005,10,23,181,114,118,50,203,81
1006,product-1006,179,249,48,201,197,50,35,183
1007,product-1007,80,135,61,59,13,113,164,67
1008,product-1008,151,212,237,118,86,204,34,68
1009,product-1009,41,42,109,44,50,181,173,99
1010,product-1010,55,128,53,187,84,72,83,97
1011,product-1011,226,280,196,201,98,112,214,129
1012,product-1012,47,142,139,133,129,200,27,87
1013,product-1013,54,91,103,148,75,47,173,156
1014,product-1014,6,105,93,35,290,108,185,109
1015,product-1015,81,167,185,183,217,118,51,139
1016,product-1016,101,123,55,26,150,240,189,176
1017,product-1017,165,240,41,162,218,25,120,69
1018,product-1018,200,250,78,245,76,49,154,152
1019,product-1019,149,198,122,233,156,120,61,119
1020,product-1020,43,104,197,141,132,164,239,91
1021,product-1021,124,172,219,196,182,189,111,215
1022,product-1022,93,136,163,139,153,190,158,190
1023,product-1023,110,182,143,80,124,72,151,124
1024,product-1024,197,227,164,133,196,88,68,143
1025,product-1025,89,144,152,139,123,35,138,12
1026,product-1026,176,225,86,145,163,159,94,61
1027,product-1027,78,173,180,69,185,145,40,79
1028,product-1028,198,269,2,66,103,108,30,200
1029,product-1029,175,213,62,43,79,205,107,205
1030,product-1030,27,83,74,136,163,136,123,84
1031,product-1031,108,158,176,71,94,62,57,119
1032,product-1032,115,192,244,193,184,164,226,101
1033,product-1033,99,120,98,213,166,195,49,166
1034,product-1034,107,182,49,122,212,173,76,202
1035,product-1035,160,173,196,152,60,164,66,113
1036,product-1036,146,189,184,215,256,77,13,129
1037,product-1037,244,256,89,75,228,84,117,137
1038,product-1038,201,235,91,70,117,139,13,52
1039,product-1039,216,245,112,183,215,138,186,150
1040,product-1040,118,183,38,172,113,84,202,71
1041,product-1041,99,119,55,108,64,198,29,102
1042,product-1042,139,218,184,141,132,167,140,128
1043,product-1043,209,218,184,57,145,63,132,62
1044,product-1044,83,124,166,80,165,140,240,81
1045,product-1045,76,117,146,67,108,78,152,218
1046,product-1046,181,245,265,192,49,196,159,140
1047,product-1047,70,134,190,199,65,193,120,174
1048,product-1048,151,187,50,179,218,187,29,133
1049,product-1049,149,225,62,166,191,247,201,106
1050,product-1050,109,127,190,171,137,212,196,119
1051,product-1051,190,209,51,30,207,77,127,167
1052,product-1052,201,265,103,26,147,211,5,61
1053,product-1053,201,217,162,52,152,220,210,146
1054,product-1054,22,98,194,64,119,178,214,90
1055,product-1055,79,169,216,30,73,229,120,152
1056,product-1056,76,136,208,181,95,117,87,143
1057,product-1057,166,222,84,227,227,216,55,171
1058,product-1058,222,232,206,42,14,190,98,12
1059,product-1059,47,70,177,195,222,139,89,122
1060,product-1060,221,277,203,189,132,186,115,234
1061,product-1061,142,174,152,16,162,158,124,120
1062,product-1062,152,165,40,138,201,106,62,114
1063,product-1063,181,223,32,160,142,164,75,148
1064,product-1064,8,42,128,130,224,101,67,180
1065,product-1065,166,176,188,95,181,128,145,20
1066,product-1066,68,125,51,50,209,181,108,219
1067,product-1067,212,279,128,61,181,160,171,127
1068,product-1068,73,156,90,136,167,153,180,16
1069,product-1069,156,190,236,73,247,206,224,106
1070,product-1070,166,260,104,29,215,92,17,102
1071,product-1071,87,178,172,128,150,37,126,152
1072,product-1072,86,145,100,134,65,105,142,21
1073,product-1073,200,238,112,137,153,192,171,165
1074,product-1074,91,184,62,127,198,201,145,75
1075,product-1075,115,198,136,33,197,197,75,43
1076,product-1076,30,68,151,208,58,230,194,105
1077,product-1077,203,230,57,82,222,206,180,98
1078,product-1078,185,186,108,221,83,227,51,185
1079,product-1079,159,195,102,233,88,151,126,237
1080,product-1080,132,182,15,185,201,75,139,122
1081,product-1081,52,76,51,87,39,208,44,21
1082,product-1082,129,136,127,194,38,2,34,78
1083,product-1083,127,189,118,126,159,101,136,179
1084,product-1084,112,140,161,161,174,188,167,152
1085,product-1085,193,282,123,170,107,96,141,34
1086,product-1086,78,144,79,36,27,97,150,34
1087,product-1087,36,56,184,9,169,134,176,135
1088,product-1088,56,69,167,96,47,237,193,150
1089,product-1089,170,187,176,196,263,33,174,162
1090,product-1090,91,156,187,57,161,240,161,121
1091,product-1091,43,119,199,102,120,102,48,74
1092,product-1092,43,87,167,230,97,197,85,126
1093,product-1093,2,94,162,108,39,206,165,145
1094,product-1094,28,72,145,151,197,197,168,33
1095,product-1095,162,248,175,59,17,45,158,15
1096,product-1096,90,157,124,214,209,157,237,72
1097,product-1097,125,190,99,159,18,114,66,102
1098,product-1098,147,232,234,128,59,131,127,171
1099,product-1099,145,185,245,123,203,192,81,206
1100,product-1100,262,301,149,77,20,129,54,172
1101,product-1101,104,165,128,81,58,90,60,93
1102,product-1102,135,162,99,42,190,129,154,122
1103,product-1103,110,112,163,26,134,22,120,154
1104,product-1104,183,198,93,145,66,130,218,63
1105,product-1105,113,204,107,99,9,147,79,195
1106,product-1106,71,95,203,124,110,153,127,258
1107,product-1107,80,108,166,7,238,26,35,228
1108,product-1108,148,238,92,134,57,135,124,85
1109,product-1109,168,239,119,37,27,125,47,123
1110,product-1110,115,141,180,87,137,153,103,13
1111,product-1111,130,197,55,117,232,128,178,185
1112,product-1112,40,42,151,161,220,154,226,168
1113,product-1113,165,198,200,83,188,79,114,157
1114,product-1114,212,214,81,137,86,116,236,164
1115,product-1115,229,292,79,58,205,57,184,129
1116,product-1116,99,156,117,171,130,161,236,104
1117,product-1117,234,315,214,34,197,21,45,87
1118,product-1118,184,269,236,48,60,30,65,74
1119,product-1119,115,212,54,115,225,92,135,191
1120,product-1120,221,243,138,67,89,53,157,176
1121,product-1121,176,252,99,25,119,74,85,201
1122,product-1122,42,89,175,196,172,116,81,198
1123,product-1123,92,135,227,47,229,201,153,67
1124,product-1124,167,188,228,221,130,159,97,43
1125,product-1125,36,46,45,109,98,130,30,118
1126,product-1126,121,132,155,180,137,88,215,135
1127,product-1127,215,284,178,52,226,192,222,216
1128,product-1128,117,204,236,129,49,28,197,168
1129,product-1129,83,172,100,39,180,77,50,84
1130,product-1130,194,194,44,161,131,118,180,104
1131,product-1131,115,195,103,159,171,287,26,157
1132,product-1132,212,294,141,9,96,140,232,195
1133,product-1133,117,177,165,2,24,75,41,188
1134,product-1134,111,190,163,21,127,214,177,137
1135,product-1135,26,78,178,250,59,206,168,196
1136,product-1136,125,214,210,114,160,194,34,134
1137,product-1137,38,42,74,85,172,203,88,192
1138,product-1138,184,233,119,133,139,201,127,170
1139,product-1139,165,244,39,192,165,144,212,113
1140,product-1140,92,141,14,54,157,60,207,173
1141,product-1141,258,260,198,76,166,183,78,112
1142,product-1142,191,249,242,205,248,176,72,239
1143,product-1143,197,237,190,140,134,21,34,204
1144,product-1144,50,107,95,218,70,121,132,153
1145,product-1145,171,221,216,28,106,142,199,75
1146,product-1146,137,160,47,219,151,170,214,26
1147,product-1147,124,201,152,113,152,120,163,202
1148,product-1148,144,204,160,145,114,145,158,187
1149,product-1149,136,223,192,90,128,91,185,82
1150,product-1150,29,84,122,18,160,136,79,144
1151,product-1151,23,53,94,102,15,91,202,131
1152,product-1152,159,207,53,91,128,184,207,160
1153,product-1153,219,254,173,170,199,38,31,151
1154,product-1154,190,206,63,83,147,85,150,208
1155,product-1155,41,43,184,131,128,162,70,130
1156,product-1156,91,100,103,20,172,181,24,181
1157,product-1157,60,110,91,78,62,197,95,129
1158,product-1158,121,204,164,103,49,167,193,180
1159,product-1159,133,226,236,270,169,40,218,37
1160,product-1160,127,182,76,133,181,139,148,226
1161,product-1161,214,248,127,152,170,77,99,100
1162,product-1162,172,254,27,96,102,227,193,232
1163,product-1163,31,115,175,97,181,82,211,89
1164,product-1164,248,294,156,67,146,66,195,93
1165,product-1165,75,80,190,186,175,105,157,87
1166,product-1166,175,220,70,54,228,225,190,109
1167,product-1167,104,175,138,28,93,95,26,54
1168,product-1168,23,58,78,191,132,4,144,122
1169,product-1169,56,103,61,20,237,106,153,175
1170,product-1170,43,48,169,205,216,194,36,115
1171,product-1171,138,165,155,163,141,180,111,34
1172,product-1172,231,314,132,213,207,35,207,181
1173,product-1173,75,144,145,236,147,191,207,165
1174,product-1174,179,270,149,71,172,36,102,75
1175,product-1175,140,171,201,109,156,194,190,108
1176,product-1176,193,265,94,51,196,200,48,86
1177,product-1177,161,200,208,51,166,114,163,137
1178,product-1178,115,186,54,194,58,127,17,83
1179,product-1179,104,172,193,163,199,175,118,112
1180,product-1180,57,118,41,189,110,212,9,132
1181,product-1181,30,38,116,33,37,53,240,220
1182,product-1182,70,94,128,161,83,189,80,207
1183,product-1183,128,152,98,95,106,188,68,168
1184,product-1184,130,185,104,80,100,180,110,219
1185,product-1185,167,180,189,105,205,106,58,191
1186,product-1186,105,112,68,76,167,219,53,166
1187,product-1187,195,257,177,171,95,78,13,203
1188,product-1188,118,191,129,35,192,6,124,122
1189,product-1189,183,257,96,90,125,166,107,194
1190,product-1190,50,109,53,157,31,58,144,59
1191,product-1191,117,183,178,111,234,30,87,72
1192,product-1192,62,111,196,250,214,123,130,36
1193,product-1193,113,192,232,169,129,62,102,120
1194,product-1194,17,40,91,42,224,52,169,102
1195,product-1195,105,111,33,190,145,130,19,106
1196,product-1196,174,259,148,59,130,150,186,215
1197,product-1197,64,119,172,7,146,155,88,227
1198,product-1198,69,79,51,62,76,131,186,169
1199,product-1199,132,145,226,73,102,189,153,91
1200,product-1200,154,183,182,171,51,109,58,45
1201,product-1201,108,113,41,60,199,160,131,155
1202,product-1202,150,224,186,227,10,32,78,26
1203,product-1203,151,208,26,38,78,92,237,57
1204,product-1204,150,240,176,133,42,195,164,75
1205,product-1205,84,86,115,180,126,140,175,68
1206,product-1206,97,149,211,128,69,160,193,193
1207,product-1207,217,226,138,92,114,169,68,64
1208,product-1208,43,56,92,32,100,115,131,113
1209,product-1209,113,143,96,182,255,139,10,51
1210,product-1210,125,211,70,160,122,195,96,212
1211,product-1211,171,216,68,147,156,208,92,86
1212,product-1212,199,214,134,122,122,99,207,262
1213,product-1213,171,209,119,190,89,200,175,121
1214,product-1214,179,260,41,27,143,80,105,187
1215,product-1215,19,20,108,218,101,115,196,187
1216,product-1216,177,183,91,158,195,149,183,70
1217,product-1217,122,149,109,18,234,123,46,102
1218,product-1218,97,190,124,189,55,162,46,93
1219,product-1219,17,87,61,186,200,113,134,73
1220,product-1220,144,181,160,135,78,89,166,131
1221,product-1221,153,180,148,42,57,117,152,106
1222,product-1222,37,63,198,79,142,41,175,156
1223,product-1223,55,103,191,13,47,135,166,261
1224,product-1224,40,104,65,85,111,180,66,202
1225,product-1225,121,127,36,182,197,183,137,175
1226,product-1226,77,125,38,145,213,14,207,186
1227,product-1227,123,218,114,9,226,141,39,201
1228,product-1228,42,87,177,165,196,98,181,134
1229,product-1229,177,256,175,235,154,75,212,51
1230,product-1230,190,253,53,59,156,32,84,132
1231,product-1231,130,143,90,83,36,229,180,31
1232,product-1232,143,221,16,126,30,90,67,187
1233,product-1233,182,193,50,122,174,172,119,169
1234,product-1234,189,271,139,50,50,97,93,204
1235,product-1235,43,84,12,42,200,92,181,17
1236,product-1236,41,137,206,141,178,69,202,94
1237,product-1237,97,134,213,252,165,211,101,166
1238,product-1238,230,260,183,91,218,191,112,205
1239,product-1239,95,144,153,76,138,109,53,150
1240,product-1240,176,234,42,54,43,92,82,58
1241,product-1241,43,130,116,117,60,190,109,95
1242,product-1242,106,194,148,84,42,71,42,189
1243,product-1243,117,159,182,83,60,192,52,42
1244,product-1244,75,133,117,86,116,121,170,201
